종목코드,종목명,테마명,섹터,산업군,업종명,시장구분,기준일
001060,JW중외제약,"['황사/미세먼지', '제약업체', '마스크', '코로나19(진단/치료제/백신 개발 등)', '고령화 사회(노인복지)', '코로나19(치료제/백신 개발 등)', '코리아 밸류업 지수(Korea Value-up Index)']",의료,제약및바이오,제약,KOSPI,20250407
001067,JW중외제약2우B,,의료,제약및바이오,제약,KOSPI,20250407
001065,JW중외제약우,,의료,제약및바이오,제약,KOSPI,20250407
096760,JW홀딩스,['지주사'],금융,기타금융,기타금융,KOSPI,20250407
105560,KB금융,"['STO(토큰증권 발행)', '카카오뱅크(kakao BANK)', '인터넷은행', '지주사', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '은행']",금융,기타금융,기타금융,KOSPI,20250407
415640,KB발해인프라,,금융,기타금융,기타금융,KOSPI,20250407
432320,KB스타리츠,['리츠(REITs)'],금융,부동산,부동산,KOSPI,20250407
002380,KCC,"['리모델링/인테리어', '페인트', '태양광에너지']",소재,소재,화학,KOSPI,20250407
344820,KCC글라스,['리모델링/인테리어'],소재,건축소재,비금속,KOSPI,20250407
009070,KCTC,"['쿠팡(coupang)', '종합 물류']",산업재,운송,운송·창고,KOSPI,20250407
009440,KC그린홀딩스,,금융,기타금융,기타금융,KOSPI,20250407
119650,KC코트렐,,산업재,자본재,기계·장비,KOSPI,20250407
092220,KEC,"['전기차', '반도체 재료/부품']",IT,하드웨어,전기·전자,KOSPI,20250407
003620,KG모빌리티,"['전기차', '자율주행차', '자동차 대표주']",산업재,자본재,운송장비·부품,KOSPI,20250407
016380,KG스틸,"['밸류업(25년 기업가치 제고계획 발표)', '철강 주요종목']",소재,금속및광물,금속,KOSPI,20250407
001390,KG케미칼,"['요소수', '농업', '비료', '수자원(양적/질적 개선)', '밸류업(25년 기업가치 제고계획 발표)', '2차전지(소재/부품)', '2차전지']",소재,소재,화학,KOSPI,20250407
033180,KH 필룩스,,IT,하드웨어,전기·전자,KOSPI,20250407
015590,KIB플러그에너지,,산업재,자본재,기계·장비,KOSPI,20250407
001940,KISCO홀딩스,['지주사'],소재,금속및광물,금속,KOSPI,20250407
025000,KPX케미칼,"['석유화학', '반도체 재료/부품']",소재,소재,화학,KOSPI,20250407
092230,KPX홀딩스,['지주사'],소재,소재,화학,KOSPI,20250407
000040,KR모터스,,산업재,자본재,운송장비·부품,KOSPI,20250407
044450,KSS해운,['해운'],산업재,운송,운송·창고,KOSPI,20250407
030200,KT,"['스마트홈(홈네트워크)', '드론(Drone)', '메타버스(Metaverse)', 'RFID(NFC 등)', 'UAM(도심항공모빌리티)', '4차산업 수혜주', '인터넷은행', '양자암호/양자컴퓨팅', '핀테크(FinTech)', '클라우드 컴퓨팅', '5G(5세대 이동통신)', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '블록체인', '자율주행차', '모바일콘텐츠(스마트폰/태블릿PC)', '백신여권', '통신']",통신서비스,통신서비스,통신,KOSPI,20250407
033780,KT&G,"['건강기능식품', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
058850,KTcs,,IT,소프트웨어,IT 서비스,KOSPI,20250407
058860,KTis,,IT,소프트웨어,IT 서비스,KOSPI,20250407
093050,LF,['패션/의류'],경기소비재,내구소비재및의류,섬유·의류,KOSPI,20250407
003550,LG,"['지주사', '밸류업(24년 기업가치 제고계획 발표)', '스마트팩토리(스마트공장)', '블록체인']",금융,기타금융,기타금융,KOSPI,20250407
034220,LG디스플레이,"['폴더블폰', '스마트폰', 'OLED(유기 발광 다이오드)', '밸류업(24년 기업가치 제고계획 발표)', '아이폰', '플렉서블 디스플레이', 'IT 대표주']",IT,하드웨어,전기·전자,KOSPI,20250407
051900,LG생활건강,"['마이크로바이옴', '건강기능식품', '음식료업종', '여름', '화장품', '밸류업(24년 기업가치 제고계획 발표)']",소재,소재,화학,KOSPI,20250407
051905,LG생활건강우,,소재,소재,화학,KOSPI,20250407
064400,LG씨엔에스,"['SI(시스템통합)', '2025 상반기 신규상장', '클라우드 컴퓨팅', '스마트팩토리(스마트공장)']",IT,소프트웨어,IT 서비스,KOSPI,20250407
373220,LG에너지솔루션,"['2차전지(LFP/리튬인산철)', '밸류업(24년 기업가치 제고계획 발표)', '니켈', '전력저장장치(ESS)', '2차전지', '폐배터리', '전기차', '2차전지(전고체)', '리튬', '2차전지(생산)']",IT,하드웨어,전기·전자,KOSPI,20250407
003555,LG우,,금융,기타금융,기타금융,KOSPI,20250407
032640,LG유플러스,"['스마트홈(홈네트워크)', '메타버스(Metaverse)', 'UAM(도심항공모빌리티)', '4차산업 수혜주', '사물인터넷', '양자암호/양자컴퓨팅', '5G(5세대 이동통신)', '밸류업(24년 기업가치 제고계획 발표)', '전기차(충전소/충전기)', '통신']",통신서비스,통신서비스,통신,KOSPI,20250407
011070,LG이노텍,"['메타버스(Metaverse)', '자동차부품', '카메라모듈/부품', '스마트폰', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '휴대폰부품', '자율주행차', '아이폰', '무선충전기술', '스마트카(SMART CAR)']",IT,하드웨어,전기·전자,KOSPI,20250407
066570,LG전자,"['지능형로봇/인공지능(AI)', '가상현실(VR)', '스마트홈(홈네트워크)', '냉각시스템(액침냉각 등)', '공기청정기', '4차산업 수혜주', '마이크로 LED', '제습기', 'LED', 'OLED(유기 발광 다이오드)', '5G(5세대 이동통신)', '밸류업(24년 기업가치 제고계획 발표)', '전력저장장치(ESS)', '전기차', '자율주행차', '전기차(충전소/충전기)', 'IT 대표주', '무선충전기술']",IT,하드웨어,전기·전자,KOSPI,20250407
066575,LG전자우,,IT,하드웨어,전기·전자,KOSPI,20250407
037560,LG헬로비전,['전기차(충전소/충전기)'],경기소비재,미디어,오락·문화,KOSPI,20250407
051910,LG화학,"['바이오시밀러(복제 바이오의약품)', '비만치료제', '고령화 사회(노인복지)', '폴더블폰', 'OLED(유기 발광 다이오드)', '밸류업(24년 기업가치 제고계획 발표)', '2차전지(소재/부품)', '니켈', '석유화학', '2차전지', '전기차', '아이폰', '탄소나노튜브(CNT)', '리튬']",소재,소재,화학,KOSPI,20250407
051915,LG화학우,,소재,소재,화학,KOSPI,20250407
079550,LIG넥스원,"['항공기부품', '방위산업/전쟁 및 테러', '우주항공산업(누리호/인공위성 등)', '드론(Drone)', 'UAM(도심항공모빌리티)', '코리아 밸류업 지수(Korea Value-up Index)', '로봇(산업용/협동로봇 등)']",소재,금속및광물,금속,KOSPI,20250407
006260,LS,"['해저터널(지하화/지하도로 등)', '전선', '전력설비', '지주사', '풍력에너지', '무선충전기술']",금융,기타금융,기타금융,KOSPI,20250407
010120,LS ELECTRIC,"['스마트그리드(지능형전력망)', '원자력발전', '초전도체', '전력설비', '수소차(연료전지/부품/충전소 등)', '태양광에너지', '스마트팩토리(스마트공장)', '전력저장장치(ESS)', '전기차']",IT,하드웨어,전기·전자,KOSPI,20250407
000680,LS네트웍스,['패션/의류'],경기소비재,유통,유통,KOSPI,20250407
229640,LS에코에너지,"['희귀금속(희토류 등)', '네옴시티', '전선', '전력설비', '지주사', '풍력에너지', '5G(5세대 이동통신)']",금융,기타금융,기타금융,KOSPI,20250407
108320,LX세미콘,"['시스템반도체', 'OLED(유기 발광 다이오드)', '코리아 밸류업 지수(Korea Value-up Index)', '아이폰']",IT,하드웨어,전기·전자,KOSPI,20250407
001120,LX인터내셔널,"['자원개발', '니켈', '종합상사']",경기소비재,유통,유통,KOSPI,20250407
108670,LX하우시스,"['리모델링/인테리어', '자동차부품']",소재,소재,화학,KOSPI,20250407
108675,LX하우시스우,,소재,소재,화학,KOSPI,20250407
383800,LX홀딩스,['지주사'],금융,기타금융,기타금융,KOSPI,20250407
38380K,LX홀딩스1우,,금융,기타금융,기타금융,KOSPI,20250407
023150,MH에탄올,"['주류업(주정, 에탄올 등)']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
035420,NAVER,"['AI 챗봇(챗GPT 등)', '메타버스(Metaverse)', '마이데이터', '4차산업 수혜주', '핀테크(FinTech)', '클라우드 컴퓨팅', '게임', '음성인식', 'NFT(대체불가토큰)', '모바일게임(스마트폰)', '블록체인', '자율주행차', '모바일콘텐츠(스마트폰/태블릿PC)', 'SNS(소셜네트워크서비스)', '웹툰', '인터넷 대표주']",IT,소프트웨어,IT 서비스,KOSPI,20250407
181710,NHN,"['재택근무/스마트워크', '전자결제(전자화폐)', '게임', '모바일게임(스마트폰)', '웹툰']",IT,소프트웨어,IT 서비스,KOSPI,20250407
400760,NH올원리츠,['리츠(REITs)'],금융,부동산,부동산,KOSPI,20250407
005940,NH투자증권,"['STO(토큰증권 발행)', '인터넷은행', '증권']",금융,증권,증권,KOSPI,20250407
005945,NH투자증권우,,금융,증권,증권,KOSPI,20250407
338100,NH프라임리츠,['리츠(REITs)'],금융,부동산,부동산,KOSPI,20250407
034310,NICE,"['지주사', '애플페이']",산업재,상업서비스,일반서비스,KOSPI,20250407
030190,NICE평가정보,"['마이데이터', '인터넷은행', '코리아 밸류업 지수(Korea Value-up Index)']",IT,소프트웨어,IT 서비스,KOSPI,20250407
008260,NI스틸,['철강 중소형'],소재,금속및광물,금속,KOSPI,20250407
004250,NPC,['폐배터리'],소재,소재,화학,KOSPI,20250407
004255,NPC우,,소재,소재,화학,KOSPI,20250407
456040,OCI,"['태양광에너지', '반도체 재료/부품']",소재,소재,화학,KOSPI,20250407
010060,OCI홀딩스,"['지주사', '태양광에너지']",금융,기타금융,기타금융,KOSPI,20250407
178920,PI첨단소재,"['PCB(FPCB 등)', '폴더블폰', '日 수출 규제(국산화 등)', 'OLED(유기 발광 다이오드)', '5G(5세대 이동통신)', '2차전지(소재/부품)', '2차전지', '갤럭시 부품주', '플렉서블 디스플레이']",소재,소재,화학,KOSPI,20250407
005490,POSCO홀딩스,"['희귀금속(희토류 등)', 'LNG(액화천연가스)', '풍력에너지', '밸류업(24년 기업가치 제고계획 발표)', '2차전지(소재/부품)', '니켈', '환율하락 수혜', '2차전지', '폐배터리', '철강 주요종목', '모듈러주택', '리튬']",소재,금속및광물,금속,KOSPI,20250407
010950,S-Oil,"['LPG(액화석유가스)', '윤활유', '밸류업(25년 기업가치 제고계획 발표)', '환율하락 수혜', '코리아 밸류업 지수(Korea Value-up Index)', '정유']",소재,소재,화학,KOSPI,20250407
010955,S-Oil우,,소재,소재,화학,KOSPI,20250407
034120,SBS,"['메타버스(Metaverse)', '영상콘텐츠', '스포츠행사 수혜(올림픽, 월드컵 등)', '미디어(방송/신문)']",경기소비재,미디어,오락·문화,KOSPI,20250407
005090,SGC에너지,['온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)'],유틸리티,유틸리티,전기·가스,KOSPI,20250407
001380,SG글로벌,['자동차부품'],산업재,자본재,운송장비·부품,KOSPI,20250407
004060,SG세계물산,['패션/의류'],경기소비재,유통,유통,KOSPI,20250407
001770,SHD,,소재,금속및광물,금속,KOSPI,20250407
002360,SH에너지화학,['셰일가스(Shale Gas)'],소재,소재,화학,KOSPI,20250407
009160,SIMPAC,['공작기계'],소재,금속및광물,금속,KOSPI,20250407
033530,SJG세종,"['온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)', '자동차부품', '수소차(연료전지/부품/충전소 등)']",산업재,자본재,운송장비·부품,KOSPI,20250407
123700,SJM,['자동차부품'],산업재,자본재,운송장비·부품,KOSPI,20250407
025530,SJM홀딩스,['지주사'],경기소비재,유통,유통,KOSPI,20250407
034730,SK,"['LNG(액화천연가스)', 'SI(시스템통합)', '조림사업', 'RFID(NFC 등)', '냉각시스템(액침냉각 등)', '4차산업 수혜주', '수소차(연료전지/부품/충전소 등)', '지주사', '핀테크(FinTech)', '클라우드 컴퓨팅', '밸류업(24년 기업가치 제고계획 발표)', '스마트팩토리(스마트공장)', '블록체인', '전기차(충전소/충전기)']",금융,기타금융,기타금융,KOSPI,20250407
011790,SKC,"['폴더블폰', '2차전지(소재/부품)', '석유화학', '2차전지', '전기차', '플렉서블 디스플레이', '유리 기판']",소재,소재,화학,KOSPI,20250407
018670,SK가스,"['LNG(액화천연가스)', '셰일가스(Shale Gas)', 'LPG(액화석유가스)']",경기소비재,유통,유통,KOSPI,20250407
001740,SK네트웍스,"['마켓컬리(kurly)', '밸류업(24년 기업가치 제고계획 발표)', '종합상사', '전기차(충전소/충전기)']",경기소비재,유통,유통,KOSPI,20250407
006120,SK디스커버리,['지주사'],금융,기타금융,기타금융,KOSPI,20250407
006125,SK디스커버리우,,금융,기타금융,기타금융,KOSPI,20250407
210980,SK디앤디,['고체산화물 연료전지(SOFC)'],금융,부동산,부동산,KOSPI,20250407
395400,SK리츠,['리츠(REITs)'],금융,부동산,부동산,KOSPI,20250407
302440,SK바이오사이언스,"['제약업체', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '코로나19(치료제/백신 개발 등)']",의료,제약및바이오,제약,KOSPI,20250407
326030,SK바이오팜,['제약업체'],산업재,상업서비스,일반서비스,KOSPI,20250407
402340,SK스퀘어,"['RFID(NFC 등)', '지주사', '밸류업(24년 기업가치 제고계획 발표)', '모바일콘텐츠(스마트폰/태블릿PC)']",금융,기타금융,기타금융,KOSPI,20250407
361610,SK아이이테크놀로지,"['2차전지(소재/부품)', '2차전지', '2차전지(전고체)']",IT,하드웨어,전기·전자,KOSPI,20250407
100090,SK오션플랜트,"['조선기자재', 'LNG(액화천연가스)', '남-북-러 가스관사업', '철강 중소형', '강관업체(Steel pipe)', '풍력에너지']",소재,금속및광물,금속,KOSPI,20250407
03473K,SK우,,금융,기타금융,기타금융,KOSPI,20250407
096770,SK이노베이션,"['냉각시스템(액침냉각 등)', 'LPG(액화석유가스)', '자원개발', '윤활유', '폴더블폰', '2차전지(LFP/리튬인산철)', '밸류업(24년 기업가치 제고계획 발표)', '석유화학', '전력저장장치(ESS)', '2차전지', '폐배터리', '전기차', '플렉서블 디스플레이', '정유', '2차전지(전고체)', '2차전지(생산)']",소재,소재,화학,KOSPI,20250407
096775,SK이노베이션우,,소재,소재,화학,KOSPI,20250407
475150,SK이터닉스,"['풍력에너지', '태양광에너지', '전력저장장치(ESS)', '고체산화물 연료전지(SOFC)']",산업재,자본재,건설,KOSPI,20250407
001510,SK증권,"['STO(토큰증권 발행)', '증권']",금융,증권,증권,KOSPI,20250407
001515,SK증권우,,금융,증권,증권,KOSPI,20250407
285130,SK케미칼,"['치매', '백신/진단시약/방역(신종플루, AI 등)', '석유화학']",소재,소재,화학,KOSPI,20250407
28513K,SK케미칼우,,소재,소재,화학,KOSPI,20250407
017670,SK텔레콤,"['스마트홈(홈네트워크)', 'UAM(도심항공모빌리티)', '4차산업 수혜주', '양자암호/양자컴퓨팅', '클라우드 컴퓨팅', '5G(5세대 이동통신)', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '블록체인', '자율주행차', '백신여권', '통신']",통신서비스,통신서비스,통신,KOSPI,20250407
000660,SK하이닉스,"['온디바이스 AI', '반도체 대표주(생산)', 'CXL(컴퓨트익스프레스링크)', 'HBM(고대역폭메모리)', '시스템반도체', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '자율주행차', '3D 낸드(NAND)', '아이폰', 'IT 대표주']",IT,하드웨어,전기·전자,KOSPI,20250407
003570,SNT다이내믹스,"['방위산업/전쟁 및 테러', '공작기계', '자동차부품']",산업재,자본재,운송장비·부품,KOSPI,20250407
064960,SNT모티브,"['방위산업/전쟁 및 테러', '자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차']",산업재,자본재,운송장비·부품,KOSPI,20250407
100840,SNT에너지,"['원자력발전', '네옴시티', '셰일가스(Shale Gas)']",산업재,자본재,기계·장비,KOSPI,20250407
036530,SNT홀딩스,['지주사'],금융,기타금융,기타금융,KOSPI,20250407
005610,SPC삼립,"['음식료업종', '겨울']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
011810,STX,"['방위산업/전쟁 및 테러', '니켈', '종합상사']",경기소비재,유통,유통,KOSPI,20250407
465770,STX그린로지스,"['종합 물류', '해운']",산업재,운송,운송·창고,KOSPI,20250407
077970,STX엔진,"['조선기자재', '선박평형수 처리장치', '방위산업/전쟁 및 테러']",산업재,자본재,기계·장비,KOSPI,20250407
002820,SUN&L,"['리모델링/인테리어', '조림사업']",소재,종이및목재,종이·목재,KOSPI,20250407
084870,TBH글로벌,"['日제품 불매운동(수혜)', '패션/의류']",경기소비재,내구소비재및의류,섬유·의류,KOSPI,20250407
002710,TCC스틸,"['철강 중소형', '리비안(RIVIAN)', '2차전지(소재/부품)', '2차전지']",소재,금속및광물,금속,KOSPI,20250407
069260,TKG휴켐스,"['온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)', '요소수', '코리아 밸류업 지수(Korea Value-up Index)']",소재,소재,화학,KOSPI,20250407
007980,TP,['패션/의류'],경기소비재,내구소비재및의류,섬유·의류,KOSPI,20250407
002900,TYM,"['우크라이나 재건', '농업']",산업재,자본재,기계·장비,KOSPI,20250407
024070,WISCOM,,소재,소재,화학,KOSPI,20250407
037270,YG PLUS,"['광고', '음원/음반']",IT,소프트웨어,IT 서비스,KOSPI,20250407
000500,가온전선,"['전선', '전력설비']",IT,하드웨어,전기·전자,KOSPI,20250407
000860,강남제비스코,['페인트'],소재,소재,화학,KOSPI,20250407
035250,강원랜드,"['카지노', '밸류업(24년 기업가치 제고계획 발표)']",경기소비재,미디어,오락·문화,KOSPI,20250407
011420,갤럭시아에스엠,"['STO(토큰증권 발행)', '엔터테인먼트', 'NFT(대체불가토큰)']",경기소비재,미디어,오락·문화,KOSPI,20250407
002100,경농,"['남북경협', '농업', '태풍 및 장마']",소재,소재,화학,KOSPI,20250407
009450,경동나비엔,"['스마트홈(홈네트워크)', '겨울', '코리아 밸류업 지수(Korea Value-up Index)']",IT,하드웨어,전기·전자,KOSPI,20250407
267290,경동도시가스,"['겨울', '도시가스']",유틸리티,유틸리티,전기·가스,KOSPI,20250407
012320,경동인베스트,"['맥신(MXene)', '지주사']",금융,기타금융,기타금융,KOSPI,20250407
000050,경방,,경기소비재,유통,유통,KOSPI,20250407
214390,경보제약,['제약업체'],의료,제약및바이오,제약,KOSPI,20250407
012610,경인양행,"['그래핀', '日 수출 규제(국산화 등)', '플렉서블 디스플레이']",소재,소재,화학,KOSPI,20250407
009140,경인전자,,IT,하드웨어,전기·전자,KOSPI,20250407
013580,계룡건설,['건설 중소형'],산업재,자본재,건설,KOSPI,20250407
012200,계양전기,"['자동차부품', '전기차']",산업재,자본재,기계·장비,KOSPI,20250407
012205,계양전기우,,산업재,자본재,기계·장비,KOSPI,20250407
002140,고려산업,['사료'],필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
010130,고려아연,"['비철금속', '밸류업(24년 기업가치 제고계획 발표)', '2차전지(소재/부품)', '환율하락 수혜', '코리아 밸류업 지수(Korea Value-up Index)', '2차전지']",소재,금속및광물,금속,KOSPI,20250407
002240,고려제강,"['초전도체', '핵융합에너지', '철강 주요종목']",소재,금속및광물,금속,KOSPI,20250407
009290,광동제약,"['비만치료제', '제약업체', '마이코플라스마 폐렴', '백신/진단시약/방역(신종플루, AI 등)', '겨울']",의료,제약및바이오,제약,KOSPI,20250407
017040,광명전기,"['원자력발전', '전력설비', '태양광에너지']",IT,하드웨어,전기·전자,KOSPI,20250407
017900,광전자,"['마이크로 LED', 'LED']",IT,하드웨어,전기·전자,KOSPI,20250407
037710,광주신세계,"['소매유통', '밸류업(24년 기업가치 제고계획 발표)', '백화점']",경기소비재,유통,유통,KOSPI,20250407
030610,교보증권,"['STO(토큰증권 발행)', '증권']",금융,증권,증권,KOSPI,20250407
339770,교촌에프앤비,"['육계', '음식료업종']",경기소비재,유통,유통,KOSPI,20250407
007690,국도화학,,소재,소재,화학,KOSPI,20250407
001140,국보,,산업재,운송,운송·창고,KOSPI,20250407
002720,국제약품,"['황사/미세먼지', '제약업체', '마이코플라스마 폐렴', '마스크', '화장품']",의료,제약및바이오,제약,KOSPI,20250407
083420,그린케미칼,"['온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)', '석유화학']",소재,소재,화학,KOSPI,20250407
014530,극동유화,"['아스콘(아스팔트 콘크리트)', 'LPG(액화석유가스)', '윤활유']",소재,소재,화학,KOSPI,20250407
014280,금강공업,"['철강 중소형', '강관업체(Steel pipe)', '모듈러주택']",소재,금속및광물,금속,KOSPI,20250407
014285,금강공업우,,소재,금속및광물,금속,KOSPI,20250407
008870,금비,,소재,건축소재,비금속,KOSPI,20250407
001570,금양,,소재,소재,화학,KOSPI,20250407
002990,금호건설,"['건설 중소형', 'GTX(수도권 광역급행철도)', '수자원(양적/질적 개선)', '지주사']",산업재,자본재,건설,KOSPI,20250407
002995,금호건설우,,산업재,자본재,건설,KOSPI,20250407
011780,금호석유,"['밸류업(25년 기업가치 제고계획 발표)', '석유화학', '탄소나노튜브(CNT)', '타이어']",소재,소재,화학,KOSPI,20250407
011785,금호석유우,,소재,소재,화학,KOSPI,20250407
214330,금호에이치티,"['자동차부품', 'LED', '전기차 화재 방지(배터리 열폭주 등)', '전기차']",산업재,자본재,운송장비·부품,KOSPI,20250407
001210,금호전기,['LED'],IT,하드웨어,전기·전자,KOSPI,20250407
073240,금호타이어,['타이어'],소재,소재,화학,KOSPI,20250407
092440,기신정기,,산업재,자본재,기계·장비,KOSPI,20250407
000270,기아,"['방위산업/전쟁 및 테러', '수소차(연료전지/부품/충전소 등)', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '전기차', '자율주행차', '전기차(충전소/충전기)', '자동차 대표주']",산업재,자본재,운송장비·부품,KOSPI,20250407
024110,기업은행,"['밸류업(24년 기업가치 제고계획 발표)', '은행']",금융,은행,은행,KOSPI,20250407
013700,까뮤이앤씨,['건설 중소형'],산업재,자본재,건설,KOSPI,20250407
004540,깨끗한나라,"['출산장려정책', '제지', '日제품 불매운동(수혜)', '마스크']",소재,종이및목재,종이·목재,KOSPI,20250407
004545,깨끗한나라우,,소재,종이및목재,종이·목재,KOSPI,20250407
001260,남광토건,"['건설 중소형', '철도', 'GTX(수도권 광역급행철도)', '남북경협']",산업재,자본재,건설,KOSPI,20250407
008350,남선알미늄,"['자동차부품', '비철금속']",소재,금속및광물,금속,KOSPI,20250407
008355,남선알미우,,소재,금속및광물,금속,KOSPI,20250407
004270,남성,"['UAM(도심항공모빌리티)', '리비안(RIVIAN)']",경기소비재,유통,유통,KOSPI,20250407
003920,남양유업,"['출산장려정책', '엔젤산업', '음식료업종']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
003925,남양유업우,,필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
025860,남해화학,"['남북경협', '농업', '비료', '여름', '태풍 및 장마']",소재,소재,화학,KOSPI,20250407
005720,넥센,"['지주사', '타이어']",소재,소재,화학,KOSPI,20250407
005725,넥센우,,소재,소재,화학,KOSPI,20250407
002350,넥센타이어,"['UAM(도심항공모빌리티)', '타이어']",소재,소재,화학,KOSPI,20250407
002355,넥센타이어1우B,,소재,소재,화학,KOSPI,20250407
092790,넥스틸,"['철강 중소형', '강관업체(Steel pipe)']",소재,금속및광물,금속,KOSPI,20250407
251270,넷마블,"['게임', '모바일게임(스마트폰)']",IT,소프트웨어,IT 서비스,KOSPI,20250407
090350,노루페인트,['페인트'],소재,소재,화학,KOSPI,20250407
090355,노루페인트우,,소재,소재,화학,KOSPI,20250407
000320,노루홀딩스,"['페인트', '지주사']",금융,기타금융,기타금융,KOSPI,20250407
000325,노루홀딩스우,,금융,기타금융,기타금융,KOSPI,20250407
006280,녹십자,"['유전자 치료제/분석', 'mRNA(메신저 리보핵산)', '남북경협', '바이오시밀러(복제 바이오의약품)', '제약업체', '모더나(MODERNA)', '백신/진단시약/방역(신종플루, AI 등)', '제대혈', '겨울']",의료,제약및바이오,제약,KOSPI,20250407
005250,녹십자홀딩스,"['원격진료/비대면진료(U-Healthcare)', '고령화 사회(노인복지)', '엠폭스(원숭이두창)', '백신/진단시약/방역(신종플루, AI 등)', '지주사']",산업재,상업서비스,일반서비스,KOSPI,20250407
005257,녹십자홀딩스2우,,산업재,상업서비스,일반서비스,KOSPI,20250407
004370,농심,"['음식료업종', '환율하락 수혜']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
072710,농심홀딩스,['지주사'],금융,기타금융,기타금융,KOSPI,20250407
058730,다스코,"['남북경협', '우크라이나 재건', '네옴시티', '태양광에너지']",소재,금속및광물,금속,KOSPI,20250407
030210,다올투자증권,['증권'],금융,증권,증권,KOSPI,20250407
023590,다우기술,"['SI(시스템통합)', '클라우드 컴퓨팅']",IT,소프트웨어,IT 서비스,KOSPI,20250407
145210,다이나믹디자인,"['니켈', '타이어']",산업재,자본재,기계·장비,KOSPI,20250407
019680,대교,"['출산장려정책', '엔젤산업', '교육/온라인 교육', 'CXL(컴퓨트익스프레스링크)']",산업재,상업서비스,일반서비스,KOSPI,20250407
019685,대교우B,,산업재,상업서비스,일반서비스,KOSPI,20250407
006370,대구백화점,"['소매유통', '백화점']",경기소비재,유통,유통,KOSPI,20250407
008060,대덕,['지주사'],금융,기타금융,기타금융,KOSPI,20250407
00806K,대덕1우,,금융,기타금융,기타금융,KOSPI,20250407
353200,대덕전자,"['온디바이스 AI', 'PCB(FPCB 등)', '스마트폰', '5G(5세대 이동통신)']",IT,하드웨어,전기·전자,KOSPI,20250407
35320K,대덕전자1우,,IT,하드웨어,전기·전자,KOSPI,20250407
000490,대동,"['우크라이나 재건', '농업', '로봇(산업용/협동로봇 등)', '태풍 및 장마']",산업재,자본재,기계·장비,KOSPI,20250407
008110,대동전자,,IT,하드웨어,전기·전자,KOSPI,20250407
005750,대림B&Co,['리모델링/인테리어'],소재,건축소재,비금속,KOSPI,20250407
006570,대림통상,['리모델링/인테리어'],소재,금속및광물,금속,KOSPI,20250407
001680,대상,"['음식료업종', '환율하락 수혜']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
001685,대상우,,필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
084690,대상홀딩스,"['건강기능식품', '지주사']",금융,기타금융,기타금융,KOSPI,20250407
084695,대상홀딩스우,,금융,기타금융,기타금융,KOSPI,20250407
128820,대성산업,"['LPG(액화석유가스)', '자원개발']",경기소비재,유통,유통,KOSPI,20250407
117580,대성에너지,"['겨울', '도시가스']",유틸리티,유틸리티,전기·가스,KOSPI,20250407
016710,대성홀딩스,"['겨울', '도시가스']",산업재,상업서비스,일반서비스,KOSPI,20250407
003540,대신증권,"['증권', '밸류업(25년 기업가치 제고계획 발표)']",금융,증권,증권,KOSPI,20250407
003547,대신증권2우B,,금융,증권,증권,KOSPI,20250407
003545,대신증권우,,금융,증권,증권,KOSPI,20250407
009190,대양금속,"['비철금속', '니켈']",소재,금속및광물,금속,KOSPI,20250407
014160,대영포장,['골판지 제조'],소재,종이및목재,종이·목재,KOSPI,20250407
047040,대우건설,"['GTX(수도권 광역급행철도)', '원자력발전', '수자원(양적/질적 개선)', '건설 대표주']",산업재,자본재,건설,KOSPI,20250407
003090,대웅,"['코로나19(진단/치료제/백신 개발 등)', '지주사']",의료,제약및바이오,제약,KOSPI,20250407
069620,대웅제약,"['탈모 치료', '치매', '바이오시밀러(복제 바이오의약품)', '비만치료제', '제약업체', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)', '보톡스(보툴리눔톡신)', '미용기기']",의료,제약및바이오,제약,KOSPI,20250407
