종목코드,종목명,테마명,섹터,산업군,업종명,시장구분,기준일
058430,포스코스틸리온,"['전기차', '철강 주요종목']",소재,금속및광물,금속,KOSPI,20250407
047050,포스코인터내셔널,"['우크라이나 재건', '셰일가스(Shale Gas)', '자원개발', '리비안(RIVIAN)', '밸류업(24년 기업가치 제고계획 발표)', '니켈', '코리아 밸류업 지수(Korea Value-up Index)', '종합상사']",경기소비재,유통,유통,KOSPI,20250407
003670,포스코퓨처엠,"['밸류업(24년 기업가치 제고계획 발표)', '2차전지(소재/부품)', '2차전지', '리튬']",IT,하드웨어,전기·전자,KOSPI,20250407
017810,풀무원,"['음식료업종', '지주사']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
103140,풍산,"['방위산업/전쟁 및 테러', '화폐/금융자동화기기(디지털화폐 등)', '비철금속', '환율하락 수혜']",소재,금속및광물,금속,KOSPI,20250407
005810,풍산홀딩스,"['방위산업/전쟁 및 테러', '비철금속', '지주사']",금융,기타금융,기타금융,KOSPI,20250407
950210,프레스티지바이오파마,"['바이오시밀러(복제 바이오의약품)', '제약업체']",산업재,상업서비스,일반서비스,KOSPI,20250407
009810,플레이그램,,경기소비재,유통,유통,KOSPI,20250407
086790,하나금융지주,"['토스(toss)', 'STO(토큰증권 발행)', '지주사', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '은행']",금융,기타금융,기타금융,KOSPI,20250407
293480,하나제약,['제약업체'],의료,제약및바이오,제약,KOSPI,20250407
039130,하나투어,"['여행', '환율하락 수혜']",산업재,상업서비스,일반서비스,KOSPI,20250407
352820,하이브,"['엔터테인먼트', 'NFT(대체불가토큰)', '음원/음반']",경기소비재,미디어,오락·문화,KOSPI,20250407
071090,하이스틸,"['남-북-러 가스관사업', '철강 중소형', '강관업체(Steel pipe)', '수자원(양적/질적 개선)']",소재,금속및광물,금속,KOSPI,20250407
000080,하이트진로,"['음식료업종', '日제품 불매운동(수혜)', '주류업(주정, 에탄올 등)', '여름', '스포츠행사 수혜(올림픽, 월드컵 등)', '환율하락 수혜']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
000087,하이트진로2우B,,필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
000140,하이트진로홀딩스,"['음식료업종', '日제품 불매운동(수혜)', '주류업(주정, 에탄올 등)', '지주사', '스포츠행사 수혜(올림픽, 월드컵 등)']",금융,기타금융,기타금융,KOSPI,20250407
000145,하이트진로홀딩스우,,금융,기타금융,기타금융,KOSPI,20250407
152550,한국ANKOR유전,,금융,기타금융,기타금융,KOSPI,20250407
036460,한국가스공사,"['LNG(액화천연가스)', '셰일가스(Shale Gas)', '자원개발', '겨울', '도시가스', '환율하락 수혜']",유틸리티,유틸리티,전기·가스,KOSPI,20250407
005430,한국공항,,산업재,운송,운송·창고,KOSPI,20250407
071050,한국금융지주,"['STO(토큰증권 발행)', '카카오뱅크(kakao BANK)', '인터넷은행', '증권', '지주사', '코리아 밸류업 지수(Korea Value-up Index)']",금융,기타금융,기타금융,KOSPI,20250407
071055,한국금융지주우,,금융,기타금융,기타금융,KOSPI,20250407
010040,한국내화,,소재,건축소재,비금속,KOSPI,20250407
025540,한국단자,"['자동차부품', 'LED', '전기차', '자율주행차']",IT,하드웨어,전기·전자,KOSPI,20250407
010100,한국무브넥스,['자동차부품'],산업재,자본재,운송장비·부품,KOSPI,20250407
004090,한국석유,"['남북경협', '아스콘(아스팔트 콘크리트)']",소재,건축소재,비금속,KOSPI,20250407
002200,한국수출포장,"['골판지 제조', '제지']",소재,종이및목재,종이·목재,KOSPI,20250407
002960,한국쉘석유,['윤활유'],소재,소재,화학,KOSPI,20250407
000240,한국앤컴퍼니,"['맥신(MXene)', '지주사', '전기차', '타이어']",금융,기타금융,기타금융,KOSPI,20250407
123890,한국자산신탁,,금융,기타금융,기타금융,KOSPI,20250407
015760,한국전력,"['LNG(액화천연가스)', '남북경협', '원자력발전', '셰일가스(Shale Gas)', '전력설비', '풍력에너지', '태양광에너지', '환율하락 수혜']",유틸리티,유틸리티,전기·가스,KOSPI,20250407
006200,한국전자홀딩스,"['쿠팡(coupang)', '지주사']",금융,기타금융,기타금융,KOSPI,20250407
027970,한국제지,['제지'],소재,종이및목재,종이·목재,KOSPI,20250407
023350,한국종합기술,"['테마파크', '철도', '재난/안전(지진/화재 등)', '수자원(양적/질적 개선)']",산업재,상업서비스,일반서비스,KOSPI,20250407
025890,한국주강,['공작기계'],산업재,자본재,기계·장비,KOSPI,20250407
000970,한국주철관,"['철강 중소형', '강관업체(Steel pipe)', '수자원(양적/질적 개선)']",소재,금속및광물,금속,KOSPI,20250407
104700,한국철강,['철강 주요종목'],소재,금속및광물,금속,KOSPI,20250407
017960,한국카본,"['조선기자재', '항공기부품', 'LNG(액화천연가스)', '셰일가스(Shale Gas)', 'UAM(도심항공모빌리티)']",소재,금속및광물,금속,KOSPI,20250407
161890,한국콜마,['화장품'],소재,소재,화학,KOSPI,20250407
161390,한국타이어앤테크놀로지,['타이어'],소재,소재,화학,KOSPI,20250407
034830,한국토지신탁,,금융,기타금융,기타금융,KOSPI,20250407
007280,한국특강,['철강 중소형'],소재,금속및광물,금속,KOSPI,20250407
047810,한국항공우주,"['항공기부품', '방위산업/전쟁 및 테러', '우주항공산업(누리호/인공위성 등)', '드론(Drone)', 'UAM(도심항공모빌리티)', '코리아 밸류업 지수(Korea Value-up Index)']",산업재,자본재,운송장비·부품,KOSPI,20250407
123690,한국화장품,['화장품'],경기소비재,유통,유통,KOSPI,20250407
003350,한국화장품제조,['화장품'],소재,소재,화학,KOSPI,20250407
011500,한농화성,"['2차전지(소재/부품)', '2차전지', '2차전지(전고체)']",소재,소재,화학,KOSPI,20250407
002390,한독,"['비만치료제', '제약업체', '의료기기']",의료,제약및바이오,제약,KOSPI,20250407
053690,한미글로벌,['네옴시티'],산업재,상업서비스,일반서비스,KOSPI,20250407
042700,한미반도체,"['HBM(고대역폭메모리)', '시스템반도체', '반도체 장비', '전자파', '코리아 밸류업 지수(Korea Value-up Index)']",산업재,자본재,기계·장비,KOSPI,20250407
008930,한미사이언스,"['mRNA(메신저 리보핵산)', '지주사', '밸류업(24년 기업가치 제고계획 발표)']",금융,기타금융,기타금융,KOSPI,20250407
128940,한미약품,"['mRNA(메신저 리보핵산)', '바이오시밀러(복제 바이오의약품)', '비만치료제', '제약업체', '백신/진단시약/방역(신종플루, AI 등)', '겨울', '밸류업(25년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)']",의료,제약및바이오,제약,KOSPI,20250407
009240,한샘,['리모델링/인테리어'],경기소비재,유통,유통,KOSPI,20250407
020000,한섬,"['패션/의류', '밸류업(24년 기업가치 제고계획 발표)']",경기소비재,내구소비재및의류,섬유·의류,KOSPI,20250407
003680,한성기업,"['수산', '구제역/광우병 수혜']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
105630,한세실업,"['패션/의류', '코리아 밸류업 지수(Korea Value-up Index)']",경기소비재,내구소비재및의류,섬유·의류,KOSPI,20250407
069640,한세엠케이,"['패션/의류', '골프']",경기소비재,유통,유통,KOSPI,20250407
016450,한세예스24홀딩스,"['카카오뱅크(kakao BANK)', '인터넷은행', '지주사']",경기소비재,내구소비재및의류,섬유·의류,KOSPI,20250407
010420,한솔PNS,,경기소비재,유통,유통,KOSPI,20250407
009180,한솔로지스틱스,['종합 물류'],산업재,운송,운송·창고,KOSPI,20250407
213500,한솔제지,['제지'],소재,종이및목재,종이·목재,KOSPI,20250407
014680,한솔케미칼,"['OLED(유기 발광 다이오드)', '2차전지(소재/부품)', '코리아 밸류업 지수(Korea Value-up Index)', '2차전지', '3D 낸드(NAND)']",소재,소재,화학,KOSPI,20250407
004710,한솔테크닉스,"['페라이트', '삼성페이', 'LED', '태양광에너지', '휴대폰부품', '갤럭시 부품주', '무선충전기술']",IT,하드웨어,전기·전자,KOSPI,20250407
004150,한솔홀딩스,"['골판지 제조', '지주사', '폐기물처리']",금융,기타금융,기타금융,KOSPI,20250407
025750,한솔홈데코,"['리모델링/인테리어', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)', '조림사업']",소재,종이및목재,종이·목재,KOSPI,20250407
004960,한신공영,"['건설 중소형', '모듈러주택']",산업재,자본재,건설,KOSPI,20250407
011700,한신기계,"['원자력발전', '스마트팩토리(스마트공장)']",산업재,자본재,기계·장비,KOSPI,20250407
001750,한양증권,['증권'],금융,증권,증권,KOSPI,20250407
001755,한양증권우,,금융,증권,증권,KOSPI,20250407
018880,한온시스템,"['자동차부품', '수소차(연료전지/부품/충전소 등)', '전기차', '자동차 대표주']",산업재,자본재,기계·장비,KOSPI,20250407
009420,한올바이오파마,"['바이오시밀러(복제 바이오의약품)', '제약업체', '메르스 코로나 바이러스']",의료,제약및바이오,제약,KOSPI,20250407
014130,한익스프레스,"['콜드체인(저온 유통)', '종합 물류']",산업재,운송,운송·창고,KOSPI,20250407
300720,한일시멘트,['시멘트/레미콘'],소재,건축소재,비금속,KOSPI,20250407
002220,한일철강,['철강 중소형'],소재,금속및광물,금속,KOSPI,20250407
006390,한일현대시멘트,['시멘트/레미콘'],소재,건축소재,비금속,KOSPI,20250407
003300,한일홀딩스,['지주사'],소재,건축소재,비금속,KOSPI,20250407
051600,한전KPS,"['원자력발전소 해체', '원자력발전', '전력설비', '밸류업(25년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)']",산업재,자본재,건설,KOSPI,20250407
052690,한전기술,"['원자력발전소 해체', '원자력발전', '풍력에너지', '밸류업(24년 기업가치 제고계획 발표)']",산업재,상업서비스,일반서비스,KOSPI,20250407
130660,한전산업,"['스마트그리드(지능형전력망)', '원자력발전', '전력설비', '전력저장장치(ESS)']",산업재,상업서비스,일반서비스,KOSPI,20250407
002320,한진,['종합 물류'],산업재,운송,운송·창고,KOSPI,20250407
003480,한진중공업홀딩스,['지주사'],유틸리티,유틸리티,전기·가스,KOSPI,20250407
180640,한진칼,"['지주사', '밸류업(25년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '항공/저가 항공사(LCC)']",금융,기타금융,기타금융,KOSPI,20250407
18064K,한진칼우,,금융,기타금융,기타금융,KOSPI,20250407
005110,한창,['재난/안전(지진/화재 등)'],경기소비재,유통,유통,KOSPI,20250407
009460,한창제지,['제지'],소재,종이및목재,종이·목재,KOSPI,20250407
372910,한컴라이프케어,"['방위산업/전쟁 및 테러', '재난/안전(지진/화재 등)', '마스크', '전기차 화재 방지(배터리 열폭주 등)']",의료,의료장비및서비스,의료·정밀기기,KOSPI,20250407
000880,한화,"['방위산업/전쟁 및 테러', '우주항공산업(누리호/인공위성 등)', '지주사', '태양광에너지']",소재,소재,화학,KOSPI,20250407
00088K,한화3우B,,소재,소재,화학,KOSPI,20250407
452260,한화갤러리아,"['소매유통', '백화점']",경기소비재,유통,유통,KOSPI,20250407
45226K,한화갤러리아우,,경기소비재,유통,유통,KOSPI,20250407
451800,한화리츠,['리츠(REITs)'],금융,부동산,부동산,KOSPI,20250407
489790,한화비전,"['보안주(물리)', 'CCTV＆DVR', '반도체 장비']",금융,기타금융,기타금융,KOSPI,20250407
088350,한화생명,"['야놀자(Yanolja)', '인터넷은행', '생명보험']",금융,보험,보험,KOSPI,20250407
000370,한화손해보험,['손해보험'],금융,보험,보험,KOSPI,20250407
009830,한화솔루션,"['수소차(연료전지/부품/충전소 등)', '日 수출 규제(국산화 등)', '태양광에너지', '석유화학']",소재,소재,화학,KOSPI,20250407
009835,한화솔루션우,,소재,소재,화학,KOSPI,20250407
272210,한화시스템,"['방위산업/전쟁 및 테러', '우주항공산업(누리호/인공위성 등)', 'SI(시스템통합)', '드론(Drone)', 'UAM(도심항공모빌리티)']",IT,하드웨어,전기·전자,KOSPI,20250407
012450,한화에어로스페이스,"['항공기부품', '방위산업/전쟁 및 테러', '지능형로봇/인공지능(AI)', '우주항공산업(누리호/인공위성 등)', '드론(Drone)', 'UAM(도심항공모빌리티)', '냉각시스템(액침냉각 등)', '코리아 밸류업 지수(Korea Value-up Index)']",산업재,자본재,운송장비·부품,KOSPI,20250407
082740,한화엔진,"['조선기자재', 'LNG(액화천연가스)']",산업재,자본재,기계·장비,KOSPI,20250407
042660,한화오션,"['조선', '방위산업/전쟁 및 테러']",산업재,자본재,운송장비·부품,KOSPI,20250407
000885,한화우,,소재,소재,화학,KOSPI,20250407
003530,한화투자증권,"['토스(toss)', '두나무(Dunamu)', 'STO(토큰증권 발행)', '야놀자(Yanolja)', '증권', '가상화폐(비트코인 등)']",금융,증권,증권,KOSPI,20250407
003535,한화투자증권우,,금융,증권,증권,KOSPI,20250407
195870,해성디에스,"['코리아 밸류업 지수(Korea Value-up Index)', '반도체 재료/부품']",IT,하드웨어,전기·전자,KOSPI,20250407
101530,해태제과식품,"['음식료업종', '日제품 불매운동(수혜)']",필수소비재,음식료및담배,음식료·담배,KOSPI,20250407
143210,핸즈코퍼레이션,['자동차부품'],산업재,자본재,운송장비·부품,KOSPI,20250407
000720,현대건설,"['테마파크', 'GTX(수도권 광역급행철도)', '남북경협', '원자력발전소 해체', '원자력발전', '우크라이나 재건', '네옴시티', 'UAM(도심항공모빌리티)', '건설 대표주', '풍력에너지', '밸류업(25년 기업가치 제고계획 발표)']",산업재,자본재,건설,KOSPI,20250407
000725,현대건설우,,산업재,자본재,건설,KOSPI,20250407
453340,현대그린푸드,"['음식료업종', '밸류업(24년 기업가치 제고계획 발표)']",경기소비재,유통,유통,KOSPI,20250407
086280,현대글로비스,"['밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '종합 물류']",산업재,운송,운송·창고,KOSPI,20250407
064350,현대로템,"['방위산업/전쟁 및 테러', '철도', 'GTX(수도권 광역급행철도)', '우주항공산업(누리호/인공위성 등)', '수소차(연료전지/부품/충전소 등)']",산업재,자본재,운송장비·부품,KOSPI,20250407
079430,현대리바트,"['리모델링/인테리어', '스마트홈(홈네트워크)']",산업재,자본재,기타제조,KOSPI,20250407
012330,현대모비스,"['자동차부품', '밸류업(24년 기업가치 제고계획 발표)', '음성인식', '코리아 밸류업 지수(Korea Value-up Index)', '전기차', '자율주행차', '스마트카(SMART CAR)', '자동차 대표주']",산업재,자본재,운송장비·부품,KOSPI,20250407
069960,현대백화점,"['소매유통', '밸류업(24년 기업가치 제고계획 발표)', '면세점', '백화점']",경기소비재,유통,유통,KOSPI,20250407
004560,현대비앤지스틸,"['희귀금속(희토류 등)', '철강 중소형', '비철금속', '니켈']",소재,금속및광물,금속,KOSPI,20250407
004310,현대약품,"['탈모 치료', '치매', '제약업체', '낙태/피임']",의료,제약및바이오,제약,KOSPI,20250407
017800,현대엘리베이,"['남북경협', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)']",산업재,자본재,기계·장비,KOSPI,20250407
307950,현대오토에버,"['SI(시스템통합)', '자율주행차']",IT,소프트웨어,IT 서비스,KOSPI,20250407
011210,현대위아,"['항공기부품', '방위산업/전쟁 및 테러', '공작기계', '자동차부품', '전기차', '자동차 대표주']",산업재,자본재,운송장비·부품,KOSPI,20250407
004020,현대제철,"['철도', '수소차(연료전지/부품/충전소 등)', '환율하락 수혜', '철강 주요종목']",소재,금속및광물,금속,KOSPI,20250407
005440,현대지에프홀딩스,"['지주사', '밸류업(24년 기업가치 제고계획 발표)']",금융,기타금융,기타금융,KOSPI,20250407
005380,현대차,"['메타버스(Metaverse)', 'UAM(도심항공모빌리티)', '수소차(연료전지/부품/충전소 등)', '밸류업(24년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '폐배터리', '전기차', '자율주행차', '전기차(충전소/충전기)', '자동차 대표주']",산업재,자본재,운송장비·부품,KOSPI,20250407
005387,현대차2우B,,산업재,자본재,운송장비·부품,KOSPI,20250407
005389,현대차3우B,,산업재,자본재,운송장비·부품,KOSPI,20250407
005385,현대차우,,산업재,자본재,운송장비·부품,KOSPI,20250407
001500,현대차증권,"['증권', '밸류업(25년 기업가치 제고계획 발표)']",금융,증권,증권,KOSPI,20250407
011760,현대코퍼레이션,"['우크라이나 재건', '자원개발', '종합상사']",경기소비재,유통,유통,KOSPI,20250407
227840,현대코퍼레이션홀딩스,,경기소비재,유통,유통,KOSPI,20250407
126560,현대퓨처넷,,통신서비스,통신서비스,통신,KOSPI,20250407
001450,현대해상,"['코리아 밸류업 지수(Korea Value-up Index)', '손해보험']",금융,보험,보험,KOSPI,20250407
057050,현대홈쇼핑,"['소매유통', '홈쇼핑']",경기소비재,유통,유통,KOSPI,20250407
093240,형지엘리트,['패션/의류'],경기소비재,내구소비재및의류,섬유·의류,KOSPI,20250407
003010,혜인,"['방위산업/전쟁 및 테러', '4대강 복원', '건설기계', '우크라이나 재건', '태양광에너지', '환율하락 수혜']",경기소비재,유통,유통,KOSPI,20250407
111110,호전실업,['패션/의류'],경기소비재,내구소비재및의류,섬유·의류,KOSPI,20250407
008770,호텔신라,"['소매유통', '면세점']",경기소비재,유통,유통,KOSPI,20250407
008775,호텔신라우,,경기소비재,유통,유통,KOSPI,20250407
378850,화승알앤에이,['자동차부품'],산업재,자본재,운송장비·부품,KOSPI,20250407
241590,화승엔터프라이즈,"['패션/의류', '지주사']",경기소비재,내구소비재및의류,섬유·의류,KOSPI,20250407
006060,화승인더,['패션/의류'],소재,소재,화학,KOSPI,20250407
013520,화승코퍼레이션,,산업재,자본재,운송장비·부품,KOSPI,20250407
010690,화신,"['자동차부품', '전기차']",산업재,자본재,운송장비·부품,KOSPI,20250407
133820,화인베스틸,"['조선기자재', '철강 중소형']",소재,금속및광물,금속,KOSPI,20250407
010660,화천기계,"['공작기계', '자동차부품']",산업재,자본재,기계·장비,KOSPI,20250407
000850,화천기공,['공작기계'],산업재,자본재,기계·장비,KOSPI,20250407
016580,환인제약,"['치매', '제약업체']",의료,제약및바이오,제약,KOSPI,20250407
032560,황금에스티,"['철도', '비철금속', '2차전지(소재/부품)', '니켈', '2차전지']",소재,금속및광물,금속,KOSPI,20250407
004800,효성,"['삼성페이', '지주사', '풍력에너지']",금융,기타금융,기타금융,KOSPI,20250407
094280,효성ITX,"['재택근무/스마트워크', '삼성페이', '사물인터넷', '클라우드 컴퓨팅', '스마트팩토리(스마트공장)']",산업재,상업서비스,일반서비스,KOSPI,20250407
298040,효성중공업,"['원자력발전', '전력설비', '수소차(연료전지/부품/충전소 등)', '풍력에너지', '전력저장장치(ESS)']",IT,하드웨어,전기·전자,KOSPI,20250407
298020,효성티앤씨,"['화학섬유', '밸류업(25년 기업가치 제고계획 발표)', '코리아 밸류업 지수(Korea Value-up Index)', '종합상사', '타이어']",소재,소재,화학,KOSPI,20250407
298000,효성화학,,소재,소재,화학,KOSPI,20250407
093370,후성,"['온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)', '여름', '日 수출 규제(국산화 등)', '2차전지(소재/부품)', '2차전지', '반도체 재료/부품', '3D 낸드(NAND)', '리튬']",소재,소재,화학,KOSPI,20250407
081660,휠라홀딩스,"['패션/의류', '골프', '코리아 밸류업 지수(Korea Value-up Index)']",경기소비재,유통,유통,KOSPI,20250407
005870,휴니드,"['항공기부품', '방위산업/전쟁 및 테러', '드론(Drone)']",IT,하드웨어,전기·전자,KOSPI,20250407
079980,휴비스,"['그래핀', '마스크', '맥신(MXene)', '화학섬유']",소재,소재,화학,KOSPI,20250407
005010,휴스틸,"['남-북-러 가스관사업', '철강 중소형', '강관업체(Steel pipe)']",소재,금속및광물,금속,KOSPI,20250407
000540,흥국화재,['손해보험'],금융,보험,보험,KOSPI,20250407
000545,흥국화재우,,금융,보험,보험,KOSPI,20250407
003280,흥아해운,['해운'],산업재,운송,운송·창고,KOSPI,20250407
060310,3S,"['냉각시스템(액침냉각 등)', '여름', '반도체 재료/부품']",의료,의료장비및서비스,의료·정밀기기,KOSDAQ,20250407
054620,APS,"['맥신(MXene)', '지주사', 'OLED(유기 발광 다이오드)']",금융,기타금융,금융,KOSDAQ,20250407
265520,AP시스템,"['반도체 장비', 'OLED(유기 발광 다이오드)', '플렉서블 디스플레이']",산업재,자본재,기계·장비,KOSDAQ,20250407
211270,AP위성,"['우주항공산업(누리호/인공위성 등)', '통신장비']",산업재,자본재,운송장비·부품,KOSDAQ,20250407
109960,AP헬스케어,,경기소비재,유통,유통,KOSDAQ,20250407
139050,BF랩스,,IT,소프트웨어,IT 서비스,KOSDAQ,20250407
126600,BGF에코머티리얼즈,['자동차부품'],소재,소재,화학,KOSDAQ,20250407
013720,CBI,['자동차부품'],산업재,자본재,운송장비·부품,KOSDAQ,20250407
083790,CG인바이츠,"['유전자 치료제/분석', '면역항암제', '슈퍼박테리아']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
035760,CJ ENM,"['메타버스(Metaverse)', '소매유통', '영화', '영상콘텐츠', '엔터테인먼트', '음원/음반', '미디어(방송/신문)', '홈쇼핑']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
311690,CJ 바이오사이언스,"['유전자 치료제/분석', '마이크로바이옴', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
051500,CJ프레시웨이,['음식료업종'],경기소비재,유통,유통,KOSDAQ,20250407
058820,CMG제약,['제약업체'],의료,제약및바이오,제약,KOSDAQ,20250407
023460,CNH,,금융,기타금융,금융,KOSDAQ,20250407
056730,CNT85,,산업재,자본재,건설,KOSDAQ,20250407
065770,CS,"['제4이동통신', '스마트홈(홈네트워크)', '스마트그리드(지능형전력망)', '통신장비']",IT,하드웨어,전기·전자,KOSDAQ,20250407
083660,CSA 코스믹,"['수자원(양적/질적 개선)', '화장품']",소재,소재,화학,KOSDAQ,20250407
456440,DB금융스팩11호,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
477760,DB금융스팩12호,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
099520,DGI,,IT,하드웨어,전기·전자,KOSDAQ,20250407
060900,DGP,"['풍력에너지', '태양광에너지']",유틸리티,유틸리티,전기·가스·수도,KOSDAQ,20250407
290120,DH오토리드,['자동차부품'],산업재,자본재,운송장비·부품,KOSDAQ,20250407
025440,DH오토웨어,"['자동차부품', '4차산업 수혜주', '자율주행차']",IT,하드웨어,전기·전자,KOSDAQ,20250407
068790,DMS,,산업재,자본재,기계·장비,KOSDAQ,20250407
241520,DSC인베스트먼트,"['창투사', '일자리(취업)', '마켓컬리(kurly)', '두나무(Dunamu)', '4차산업 수혜주']",금융,기타금융,금융,KOSDAQ,20250407
180400,DXVX,"['마이크로바이옴', '비만치료제', '건강기능식품', '마이코플라스마 폐렴', '메르스 코로나 바이러스']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
245620,EDGC,,산업재,상업서비스,일반서비스,KOSDAQ,20250407
037370,EG,"['희귀금속(희토류 등)', '페라이트', '수소차(연료전지/부품/충전소 등)', '2차전지(LFP/리튬인산철)']",소재,소재,화학,KOSDAQ,20250407
050120,ES큐브,,경기소비재,유통,유통,KOSDAQ,20250407
214270,FSN,"['NFT(대체불가토큰)', '가상화폐(비트코인 등)', '광고']",IT,소프트웨어,IT 서비스,KOSDAQ,20250407
130500,GH신소재,"['자동차부품', '코로나19(음압병실/음압구급차)']",경기소비재,내구소비재및의류,섬유·의류,KOSDAQ,20250407
900290,GRT,"['지주사', '국내 상장 중국기업']",금융,기타금융,금융,KOSDAQ,20250407
083450,GST,"['냉각시스템(액침냉각 등)', '콜드체인(저온 유통)', '반도체 장비']",산업재,자본재,기계·장비,KOSDAQ,20250407
297890,HB솔루션,"['OLED(유기 발광 다이오드)', '플렉서블 디스플레이']",산업재,자본재,기계·장비,KOSDAQ,20250407
440290,HB인베스트먼트,['창투사'],금융,기타금융,금융,KOSDAQ,20250407
078150,HB테크놀러지,"['OLED(유기 발광 다이오드)', '2차전지', '2차전지(장비)', '유리 기판']",산업재,자본재,기계·장비,KOSDAQ,20250407
195940,HK이노엔,"['비만치료제', '건강기능식품', '제약업체', '음식료업종', '엠폭스(원숭이두창)', '밸류업(24년 기업가치 제고계획 발표)']",의료,제약및바이오,제약,KOSDAQ,20250407
028300,HLB,['면역항암제'],의료,제약및바이오,제약,KOSDAQ,20250407
278650,HLB바이오스텝,['마리화나(대마)'],산업재,상업서비스,일반서비스,KOSDAQ,20250407
067630,HLB생명과학,"['줄기세포', '의료기기']",의료,제약및바이오,제약,KOSDAQ,20250407
024850,HLB이노베이션,['반도체 재료/부품'],IT,하드웨어,전기·전자,KOSDAQ,20250407
187420,HLB제넥스,"['유전자 치료제/분석', '마이크로바이옴', '코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']",의료,제약및바이오,제약,KOSDAQ,20250407
047920,HLB제약,"['치매', '비만치료제', '제약업체', '고령화 사회(노인복지)']",산업재,상업서비스,일반서비스,KOSDAQ,20250407
115450,HLB테라퓨틱스,['콜드체인(저온 유통)'],경기소비재,유통,유통,KOSDAQ,20250407
046210,HLB파나진,['유전자 치료제/분석'],의료,제약및바이오,제약,KOSDAQ,20250407
403870,HPSP,"['온디바이스 AI', '반도체 장비', '코리아 밸류업 지수(Korea Value-up Index)']",산업재,자본재,기계·장비,KOSDAQ,20250407
036640,HRS,"['원자력발전', '재난/안전(지진/화재 등)']",소재,소재,화학,KOSDAQ,20250407
439730,IBKS제20호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
442770,IBKS제21호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
448760,IBKS제22호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
467930,IBKS제23호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
469480,IBKS제24호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
095340,ISC,"['밸류업(24년 기업가치 제고계획 발표)', '반도체 재료/부품']",경기소비재,유통,유통,KOSDAQ,20250407
950170,JTC,['면세점'],경기소비재,유통,유통,KOSDAQ,20250407
067290,JW신약,"['탈모 치료', '제약업체']",의료,제약및바이오,제약,KOSDAQ,20250407
035900,JYP Ent.,"['영상콘텐츠', '엔터테인먼트', '코리아 밸류업 지수(Korea Value-up Index)', '음원/음반']",경기소비재,미디어,오락·문화,KOSDAQ,20250407
318000,KBG,,소재,소재,화학,KOSDAQ,20250407
024840,KBI메탈,"['전선', '자동차부품']",소재,금속및광물,금속,KOSDAQ,20250407
024120,KB오토시스,['자동차부품'],산업재,자본재,운송장비·부품,KOSDAQ,20250407
455250,KB제25호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
464680,KB제27호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
476470,KB제28호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
478390,KB제29호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
486630,KB제30호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
492220,KB제31호스팩,['기업인수목적회사(SPAC)'],금융,기타금융,금융,KOSDAQ,20250407
021320,KCC건설,['건설 중소형'],산업재,자본재,건설,KOSDAQ,20250407
036670,KCI,,소재,소재,화학,KOSDAQ,20250407
044180,KD,['건설 중소형'],산업재,자본재,건설,KOSDAQ,20250407
