종목코드,종목명,업종명,테마명,기준일,raw테마명
090360,로보스타,기계·장비,디스플레이,20250510,OLED(유기 발광 다이오드)
090360,로보스타,기계·장비,디지털산업,20250510,4차산업 수혜주
090360,로보스타,기계·장비,기타 산업,20250510,3D 프린터
090360,로보스타,기계·장비,반도체,20250510,반도체 장비
090360,로보스타,기계·장비,AI/로봇,20250510,로봇(산업용/협동로봇 등)
108490,로보티즈,기계·장비,AI/로봇,20250510,지능형로봇/인공지능(AI)
900260,로스웰,금융,기타 산업,20250510,지주사
900260,로스웰,금융,기타 산업,20250510,국내 상장 중국기업
900260,로스웰,금융,전기차/자율주행,20250510,전기차
067730,로지시스,IT 서비스,금융/핀테크,20250510,화폐/금융자동화기기(디지털화폐 등)
071280,로체시스템즈,기계·장비,반도체,20250510,반도체 장비
328130,루닛,IT 서비스,AI/로봇,20250510,의료AI
328130,루닛,IT 서비스,의료/건강,20250510,의료기기
038060,루멘스,전기·전자,디스플레이,20250510,LED
038060,루멘스,전기·전자,디스플레이,20250510,마이크로 LED
038060,루멘스,전기·전자,디스플레이,20250510,플렉서블 디스플레이
474170,루미르,운송장비·부품,우주/항공,20250510,우주항공산업(누리호/인공위성 등)
141080,리가켐바이오,일반서비스,바이오/제약,20250510,슈퍼박테리아
141080,리가켐바이오,일반서비스,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
141080,리가켐바이오,일반서비스,의료/건강,20250510,의료기기
141080,리가켐바이오,일반서비스,코로나/백신,20250510,코로나19(치료제/백신 개발 등)
058470,리노공업,전기·전자,AI/로봇,20250510,온디바이스 AI
058470,리노공업,전기·전자,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
058470,리노공업,전기·전자,반도체,20250510,시스템반도체
058470,리노공업,전기·전자,반도체,20250510,반도체 장비
016100,리더스코스메틱,종이·목재,소비재/유통,20250510,골판지 제조
016100,리더스코스메틱,종이·목재,소비재/유통,20250510,화장품
012700,리드코프,유통,국제이슈,20250510,日제품 불매운동(수혜)
302550,리메드,의료·정밀기기,의료/건강,20250510,의료기기
302550,리메드,의료·정밀기기,의료/건강,20250510,치매
073570,리튬포어스,기타제조,게임/엔터,20250510,캐릭터상품
073570,리튬포어스,기타제조,기타 산업,20250510,리튬
377450,리파인,IT 서비스,,20250510,
277070,린드먼아시아,금융,기타 산업,20250510,창투사
042500,링네트,IT 서비스,의료/건강,20250510,재택근무/스마트워크
042500,링네트,IT 서비스,건축/기계,20250510,SI(시스템통합)
042500,링네트,IT 서비스,IT/통신,20250510,NI(네트워크통합)
193250,링크드,전기·전자,게임/엔터,20250510,모바일게임(스마트폰)
193250,링크드,전기·전자,IT/통신,20250510,스마트폰
193250,링크드,전기·전자,메타버스,20250510,메타버스(Metaverse)
193250,링크드,전기·전자,메타버스,20250510,가상현실(VR)
219420,링크제니시스,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
219420,링크제니시스,IT 서비스,디지털산업,20250510,스마트팩토리(스마트공장)
439090,마녀공장,화학,소비재/유통,20250510,화장품
195500,마니커에프앤지,음식료·담배,소비재/유통,20250510,음식료업종
195500,마니커에프앤지,음식료·담배,소비재/유통,20250510,육계
377480,마음AI,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
377480,마음AI,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
377480,마음AI,IT 서비스,AI/로봇,20250510,온디바이스 AI
305090,마이크로디지탈,의료·정밀기기,코로나/백신,20250510,코로나19(진단키트)
305090,마이크로디지탈,의료·정밀기기,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
098120,마이크로컨텍솔,전기·전자,반도체,20250510,반도체 재료/부품
424980,마이크로투나노,전기·전자,반도체,20250510,반도체 재료/부품
038290,마크로젠,일반서비스,의료/건강,20250510,원격진료/비대면진료(U-Healthcare)
038290,마크로젠,일반서비스,바이오/제약,20250510,유전자 치료제/분석
038290,마크로젠,일반서비스,의료/건강,20250510,고령화 사회(노인복지)
038290,마크로젠,일반서비스,바이오/제약,20250510,줄기세포
038290,마크로젠,일반서비스,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
038290,마크로젠,일반서비스,기타 바이오,20250510,마이크로바이옴
267980,매일유업,음식료·담배,소비재/유통,20250510,음식료업종
267980,매일유업,음식료·담배,기타 산업,20250510,엔젤산업
267980,매일유업,음식료·담배,정부정책,20250510,출산장려정책
005990,매일홀딩스,음식료·담배,기타 산업,20250510,지주사
093520,매커스,유통,블록체인/가상화폐,20250510,가상화폐(비트코인 등)
093520,매커스,유통,우주/항공,20250510,드론(Drone)
093520,매커스,유통,탄소/친환경,20250510,태양광에너지
093520,매커스,유통,반도체,20250510,시스템반도체
100590,머큐리,전기·전자,IT/통신,20250510,통신장비
067280,멀티캠퍼스,일반서비스,교육,20250510,교육/온라인 교육
072870,메가스터디,오락·문화,교육,20250510,교육/온라인 교육
215200,메가스터디교육,일반서비스,정부정책,20250510,밸류업(25년 기업가치 제고계획 발표)
215200,메가스터디교육,일반서비스,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
215200,메가스터디교육,일반서비스,교육,20250510,교육/온라인 교육
133750,메가엠디,일반서비스,교육,20250510,교육/온라인 교육
133750,메가엠디,일반서비스,정부정책,20250510,일자리(취업)
446540,메가터치,전기·전자,반도체,20250510,반도체 재료/부품
446540,메가터치,전기·전자,2차전지,20250510,2차전지(소재/부품)
446540,메가터치,전기·전자,2차전지,20250510,2차전지
446540,메가터치,전기·전자,2차전지,20250510,2차전지(나트륨이온)
235980,메드팩토,일반서비스,바이오/제약,20250510,면역항암제
041920,메디아나,의료·정밀기기,AI/로봇,20250510,의료AI
041920,메디아나,의료·정밀기기,의료/건강,20250510,의료기기
014100,메디앙스,유통,기타 산업,20250510,엔젤산업
014100,메디앙스,유통,국제이슈,20250510,日제품 불매운동(수혜)
014100,메디앙스,유통,정부정책,20250510,출산장려정책
014100,메디앙스,유통,코로나/백신,20250510,마스크
054180,메디콕스,운송장비·부품,코로나/백신,20250510,코로나19(진단키트)
054180,메디콕스,운송장비·부품,조선/해운,20250510,조선기자재
054180,메디콕스,운송장비·부품,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
054180,메디콕스,운송장비·부품,건설/인프라,20250510,철도
054180,메디콕스,운송장비·부품,코로나/백신,20250510,코로나19(치료제/백신 개발 등)
054180,메디콕스,운송장비·부품,기타 바이오,20250510,마리화나(대마)
086900,메디톡스,제약,의료/건강,20250510,보톡스(보툴리눔톡신)
086900,메디톡스,제약,의료/건강,20250510,미용기기
086900,메디톡스,제약,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
078160,메디포스트,제약,의료/건강,20250510,원격진료/비대면진료(U-Healthcare)
078160,메디포스트,제약,의료/건강,20250510,건강기능식품
078160,메디포스트,제약,의료/건강,20250510,고령화 사회(노인복지)
078160,메디포스트,제약,바이오/제약,20250510,줄기세포
078160,메디포스트,제약,바이오/제약,20250510,제대혈
408920,메쎄이상,일반서비스,,20250510,
021880,메이슨캐피탈,금융,,20250510,
140410,메지온,일반서비스,,20250510,
241770,메카로,전기·전자,반도체,20250510,반도체 재료/부품
059210,메타바이오메드,제약,의료/건강,20250510,고령화 사회(노인복지)
059210,메타바이오메드,제약,의료/건강,20250510,의료기기
059210,메타바이오메드,제약,의료/건강,20250510,치아 치료(임플란트 등)
058110,멕아이씨에스,의료·정밀기기,의료/건강,20250510,의료기기
058110,멕아이씨에스,의료·정밀기기,바이오/제약,20250510,마이코플라스마 폐렴
434480,모니터랩,IT 서비스,블록체인/가상화폐,20250510,보안주(정보)
080420,모다이노칩,유통,IT/통신,20250510,스마트폰
080420,모다이노칩,유통,자동차/부품,20250510,휴대폰부품
417970,모델솔루션,기계·장비,AI/로봇,20250510,AI 챗봇(챗GPT 등)
080160,모두투어,일반서비스,기타 산업,20250510,환율하락 수혜
080160,모두투어,일반서비스,여행/레저,20250510,여행
087260,모바일어플라이언스,IT 서비스,전기차/자율주행,20250510,자율주행차
087260,모바일어플라이언스,IT 서비스,스마트도시,20250510,스마트카(SMART CAR)
087260,모바일어플라이언스,IT 서비스,디지털산업,20250510,4차산업 수혜주
101330,모베이스,전기·전자,자동차/부품,20250510,자동차부품
101330,모베이스,전기·전자,IT/통신,20250510,스마트폰
101330,모베이스,전기·전자,반도체,20250510,갤럭시 부품주
101330,모베이스,전기·전자,자동차/부품,20250510,휴대폰부품
012860,모베이스전자,운송장비·부품,자동차/부품,20250510,자동차부품
012860,모베이스전자,운송장비·부품,전기차/자율주행,20250510,리비안(RIVIAN)
012860,모베이스전자,운송장비·부품,전기차/자율주행,20250510,전기차
363260,모비데이즈,일반서비스,미디어/SNS,20250510,광고
348030,모비릭스,IT 서비스,게임/엔터,20250510,모바일게임(스마트폰)
250060,모비스,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
250060,모비스,IT 서비스,기타 산업,20250510,초전도체
250060,모비스,IT 서비스,기타 바이오,20250510,핵융합에너지
250060,모비스,IT 서비스,디지털산업,20250510,4차산업 수혜주
288980,모아데이타,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
288980,모아데이타,IT 서비스,AI/로봇,20250510,의료AI
142760,모아라이프플러스,일반서비스,의료/건강,20250510,건강기능식품
142760,모아라이프플러스,일반서비스,바이오/제약,20250510,"백신/진단시약/방역(신종플루, AI 등)"
033200,모아텍,전기·전자,기타 산업,20250510,3D 프린터
333050,모코엠시스,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
333050,모코엠시스,IT 서비스,블록체인/가상화폐,20250510,보안주(정보)
118990,모트렉스,운송장비·부품,전기차/자율주행,20250510,전기차(충전소/충전기)
118990,모트렉스,운송장비·부품,자동차/부품,20250510,자동차부품
118990,모트렉스,운송장비·부품,전기차/자율주행,20250510,자율주행차
118990,모트렉스,운송장비·부품,스마트도시,20250510,스마트카(SMART CAR)
463480,모티브링크,전기·전자,기타 산업,20250510,2025 상반기 신규상장
463480,모티브링크,전기·전자,자동차/부품,20250510,자동차부품
463480,모티브링크,전기·전자,전기차/자율주행,20250510,전기차
006920,모헨즈,비금속,국제이슈,20250510,DMZ 평화공원
006920,모헨즈,비금속,건설/인프라,20250510,시멘트/레미콘
001810,무림SP,종이·목재,기타 산업,20250510,제지
279600,미디어젠,IT 서비스,,20250510,
095500,미래나노텍,화학,기타 산업,20250510,페라이트
095500,미래나노텍,화학,디스플레이,20250510,터치패널(스마트폰/태블릿PC 등)
095500,미래나노텍,화학,기타 산업,20250510,리튬
254490,미래반도체,유통,반도체,20250510,시스템반도체
254490,미래반도체,유통,반도체,20250510,HBM(고대역폭메모리)
218150,미래생명자원,음식료·담배,소비재/유통,20250510,음식료업종
218150,미래생명자원,음식료·담배,바이오/제약,20250510,아프리카 돼지열병(ASF)
218150,미래생명자원,음식료·담배,소비재/유통,20250510,사료
218150,미래생명자원,음식료·담배,플랫폼/인터넷,20250510,쿠팡(coupang)
442900,미래에셋드림스팩1호,금융,기타 산업,20250510,기업인수목적회사(SPAC)
100790,미래에셋벤처투자,금융,플랫폼/인터넷,20250510,마켓컬리(kurly)
100790,미래에셋벤처투자,금융,기타 산업,20250510,창투사
446190,미래에셋비전스팩2호,금융,기타 산업,20250510,기업인수목적회사(SPAC)
448830,미래에셋비전스팩3호,금융,기타 산업,20250510,기업인수목적회사(SPAC)
477380,미래에셋비전스팩4호,금융,기타 산업,20250510,기업인수목적회사(SPAC)
477470,미래에셋비전스팩5호,금융,기타 산업,20250510,기업인수목적회사(SPAC)
478440,미래에셋비전스팩6호,금융,기타 산업,20250510,기업인수목적회사(SPAC)
482680,미래에셋비전스팩7호,금융,기타 산업,20250510,기업인수목적회사(SPAC)
049950,미래컴퍼니,기계·장비,AI/로봇,20250510,지능형로봇/인공지능(AI)
049950,미래컴퍼니,기계·장비,의료/건강,20250510,의료기기
049950,미래컴퍼니,기계·장비,디스플레이,20250510,OLED(유기 발광 다이오드)
049950,미래컴퍼니,기계·장비,디스플레이,20250510,LED장비
049950,미래컴퍼니,기계·장비,2차전지,20250510,2차전지
049950,미래컴퍼니,기계·장비,기타 산업,20250510,유리 기판
049950,미래컴퍼니,기계·장비,2차전지,20250510,2차전지(전고체)
207760,미스터블루,IT 서비스,게임/엔터,20250510,모바일게임(스마트폰)
207760,미스터블루,IT 서비스,IT/통신,20250510,모바일콘텐츠(스마트폰/태블릿PC)
207760,미스터블루,IT 서비스,게임/엔터,20250510,웹툰
059090,미코,전기·전자,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
059090,미코,전기·전자,코로나/백신,20250510,코로나19(진단키트)
059090,미코,전기·전자,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
059090,미코,전기·전자,원자력/에너지,20250510,고체산화물 연료전지(SOFC)
059090,미코,전기·전자,반도체,20250510,반도체 재료/부품
059090,미코,전기·전자,탄소/친환경,20250510,온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)
059090,미코,전기·전자,2차전지,20250510,2차전지
059090,미코,전기·전자,2차전지,20250510,2차전지(전고체)
201490,미투온,IT 서비스,게임/엔터,20250510,게임
201490,미투온,IT 서비스,블록체인/가상화폐,20250510,NFT(대체불가토큰)
201490,미투온,IT 서비스,게임/엔터,20250510,모바일게임(스마트폰)
201490,미투온,IT 서비스,메타버스,20250510,메타버스(Metaverse)
201490,미투온,IT 서비스,게임/엔터,20250510,웹툰
475460,미트박스,IT 서비스,기타 산업,20250510,2025 상반기 신규상장
475460,미트박스,IT 서비스,소비재/유통,20250510,음식료업종
452200,민테크,의료·정밀기기,전기차/자율주행,20250510,전기차 화재 방지(배터리 열폭주 등)
452200,민테크,의료·정밀기기,2차전지,20250510,2차전지
452200,민테크,의료·정밀기기,2차전지,20250510,2차전지(장비)
452200,민테크,의료·정밀기기,2차전지,20250510,2차전지(전고체)
418470,밀리의서재,IT 서비스,IT/통신,20250510,모바일콘텐츠(스마트폰/태블릿PC)
206640,바디텍메드,제약,코로나/백신,20250510,코로나19(진단키트)
206640,바디텍메드,제약,바이오/제약,20250510,"백신/진단시약/방역(신종플루, AI 등)"
206640,바디텍메드,제약,바이오/제약,20250510,엠폭스(원숭이두창)
206640,바디텍메드,제약,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
206640,바디텍메드,제약,의료/건강,20250510,의료기기
018700,바른손,유통,게임/엔터,20250510,영화
018700,바른손,유통,소비재/유통,20250510,화장품
018700,바른손,유통,게임/엔터,20250510,영상콘텐츠
035620,바른손이앤에이,오락·문화,게임/엔터,20250510,영화
035620,바른손이앤에이,오락·문화,게임/엔터,20250510,영상콘텐츠
035620,바른손이앤에이,오락·문화,메타버스,20250510,가상현실(VR)
053030,바이넥스,제약,바이오/제약,20250510,바이오시밀러(복제 바이오의약품)
301300,바이브컴퍼니,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
301300,바이브컴퍼니,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
301300,바이브컴퍼니,IT 서비스,메타버스,20250510,메타버스(Metaverse)
064550,바이오니아,제약,의료/건강,20250510,탈모 치료
064550,바이오니아,제약,바이오/제약,20250510,유전자 치료제/분석
064550,바이오니아,제약,코로나/백신,20250510,코로나19(진단키트)
064550,바이오니아,제약,바이오/제약,20250510,"백신/진단시약/방역(신종플루, AI 등)"
064550,바이오니아,제약,바이오/제약,20250510,엠폭스(원숭이두창)
064550,바이오니아,제약,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
064550,바이오니아,제약,바이오/제약,20250510,메르스 코로나 바이러스
314930,바이오다인,의료·정밀기기,의료/건강,20250510,의료기기
086820,바이오솔루션,제약,바이오/제약,20250510,줄기세포
038460,바이오스마트,전기·전자,코로나/백신,20250510,코로나19(진단키트)
038460,바이오스마트,전기·전자,탄소/친환경,20250510,전력설비
038460,바이오스마트,전기·전자,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
038460,바이오스마트,전기·전자,의료/건강,20250510,치매
251120,바이오에프디엔씨,제약,,20250510,
199730,바이오인프라,일반서비스,,20250510,
086040,바이오톡스텍,일반서비스,의료/건강,20250510,치매
099430,바이오플러스,제약,의료/건강,20250510,의료기기
032980,바이온,유통,,20250510,
308080,바이젠셀,일반서비스,바이오/제약,20250510,면역항암제
308080,바이젠셀,일반서비스,바이오/제약,20250510,유전자 치료제/분석
043150,바텍,의료·정밀기기,의료/건강,20250510,고령화 사회(노인복지)
043150,바텍,의료·정밀기기,의료/건강,20250510,의료기기
043150,바텍,의료·정밀기기,의료/건강,20250510,치아 치료(임플란트 등)
323990,박셀바이오,일반서비스,바이오/제약,20250510,면역항암제
267790,배럴,섬유·의류,환경/기후,20250510,여름
267790,배럴,섬유·의류,국제이슈,20250510,日제품 불매운동(수혜)
267790,배럴,섬유·의류,소비재/유통,20250510,패션/의류
046310,백금T&A,전기·전자,,20250510,
331520,밸로프,IT 서비스,게임/엔터,20250510,게임
331520,밸로프,IT 서비스,게임/엔터,20250510,모바일게임(스마트폰)
199480,뱅크웨어글로벌,IT 서비스,블록체인/가상화폐,20250510,STO(토큰증권 발행)
438700,버넥트,IT 서비스,메타버스,20250510,메타버스(Metaverse)
438700,버넥트,IT 서비스,디지털산업,20250510,증강현실(AR)
066410,버킷스튜디오,통신,,20250510,
382900,범한퓨얼셀,전기·전자,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
382900,범한퓨얼셀,전기·전자,원자력/에너지,20250510,고체산화물 연료전지(SOFC)
206400,베노티앤알,건설,AI/로봇,20250510,로봇(산업용/협동로봇 등)
019010,베뉴지,유통,여행/레저,20250510,골프
177350,베셀,기계·장비,스마트도시,20250510,UAM(도심항공모빌리티)
177350,베셀,기계·장비,우주/항공,20250510,드론(Drone)
177350,베셀,기계·장비,디스플레이,20250510,OLED(유기 발광 다이오드)
177350,베셀,기계·장비,디스플레이,20250510,터치패널(스마트폰/태블릿PC 등)
457600,벡트,전기·전자,,20250510,
424760,벨로크,IT 서비스,블록체인/가상화폐,20250510,보안주(정보)
424760,벨로크,IT 서비스,블록체인/가상화폐,20250510,보안주(물리)
225530,보광산업,비금속,건설/인프라,20250510,아스콘(아스팔트 콘크리트)
225530,보광산업,비금속,건설/인프라,20250510,시멘트/레미콘
250000,보라티알,유통,소비재/유통,20250510,음식료업종
250000,보라티알,유통,국제이슈,20250510,日제품 불매운동(수혜)
310210,보로노이,일반서비스,의료/건강,20250510,치매
006910,보성파워텍,금속,탄소/친환경,20250510,전력설비
006910,보성파워텍,금속,전기차/자율주행,20250510,전기차(충전소/충전기)
006910,보성파워텍,금속,원자력/에너지,20250510,원자력발전
226340,본느,화학,소비재/유통,20250510,화장품
014470,부방,부동산,조선/해운,20250510,선박평형수 처리장치
008470,부스타,금속,환경/기후,20250510,겨울
338220,뷰노,IT 서비스,AI/로봇,20250510,의료AI
338220,뷰노,IT 서비스,의료/건강,20250510,의료기기
100120,뷰웍스,의료·정밀기기,의료/건강,20250510,원격진료/비대면진료(U-Healthcare)
100120,뷰웍스,의료·정밀기기,의료/건강,20250510,고령화 사회(노인복지)
100120,뷰웍스,의료·정밀기기,여행/레저,20250510,골프
100120,뷰웍스,의료·정밀기기,의료/건강,20250510,의료기기
406820,뷰티스킨,화학,소비재/유통,20250510,화장품
099390,브레인즈컴퍼니,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
099390,브레인즈컴퍼니,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
099390,브레인즈컴퍼니,IT 서비스,IT/통신,20250510,모바일솔루션(스마트폰)
064480,브리지텍,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
064480,브리지텍,IT 서비스,금융/핀테크,20250510,핀테크(FinTech)
064480,브리지텍,IT 서비스,미디어/SNS,20250510,음성인식
064480,브리지텍,IT 서비스,금융/핀테크,20250510,인터넷은행
288330,브릿지바이오테라퓨틱스,제약,,20250510,
365900,브이씨,기타제조,여행/레저,20250510,골프
089970,브이엠,기계·장비,반도체,20250510,반도체 장비
251630,브이원텍,기계·장비,디스플레이,20250510,OLED(유기 발광 다이오드)
251630,브이원텍,기계·장비,디스플레이,20250510,플렉서블 디스플레이
251630,브이원텍,기계·장비,2차전지,20250510,2차전지
251630,브이원텍,기계·장비,2차전지,20250510,2차전지(장비)
251630,브이원텍,기계·장비,AI/로봇,20250510,로봇(산업용/협동로봇 등)
018290,브이티,화학,소비재/유통,20250510,화장품
018290,브이티,화학,2차전지,20250510,2차전지(LFP/리튬인산철)
478560,블랙야크아이앤씨,섬유·의류,기타 산업,20250510,2025 상반기 신규상장
478560,블랙야크아이앤씨,섬유·의류,소비재/유통,20250510,패션/의류
439580,블루엠텍,유통,의료/건강,20250510,원격진료/비대면진료(U-Healthcare)
439580,블루엠텍,유통,바이오/제약,20250510,비만치료제
033560,블루콤,전기·전자,미디어/SNS,20250510,음성인식
033560,블루콤,전기·전자,IT/통신,20250510,스마트폰
369370,블리츠웨이엔터테인먼트,오락·문화,게임/엔터,20250510,캐릭터상품
369370,블리츠웨이엔터테인먼트,오락·문화,게임/엔터,20250510,엔터테인먼트
126340,비나텍,전기·전자,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
126340,비나텍,전기·전자,탄소/친환경,20250510,전력저장장치(ESS)
121800,비덴트,전기·전자,,20250510,
082800,비보존 제약,제약,바이오/제약,20250510,제약업체
318410,비비씨,화학,,20250510,
419540,비스토스,의료·정밀기기,AI/로봇,20250510,의료AI
419540,비스토스,의료·정밀기기,의료/건강,20250510,의료기기
146320,비씨엔씨,전기·전자,반도체,20250510,반도체 재료/부품
200780,비씨월드제약,제약,바이오/제약,20250510,제약업체
200780,비씨월드제약,제약,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
413640,비아이매트릭스,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
141000,비아트론,기계·장비,디스플레이,20250510,OLED(유기 발광 다이오드)
141000,비아트론,기계·장비,디스플레이,20250510,플렉서블 디스플레이
083650,비에이치아이,기계·장비,원자력/에너지,20250510,LNG(액화천연가스)
083650,비에이치아이,기계·장비,원자력/에너지,20250510,셰일가스(Shale Gas)
083650,비에이치아이,기계·장비,원자력/에너지,20250510,고체산화물 연료전지(SOFC)
083650,비에이치아이,기계·장비,원자력/에너지,20250510,원자력발전소 해체
083650,비에이치아이,기계·장비,원자력/에너지,20250510,원자력발전
445360,비엔케이제1호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
473370,비엔케이제2호스팩,금융,기타 산업,20250510,기업인수목적회사(SPAC)
065170,비엘팜텍,유통,의료/건강,20250510,건강기능식품
065170,비엘팜텍,유통,소비재/유통,20250510,화장품
065170,비엘팜텍,유통,기타 산업,20250510,자원개발
065170,비엘팜텍,유통,기타 바이오,20250510,마리화나(대마)
086670,비엠티,기계·장비,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
086670,비엠티,기계·장비,조선/해운,20250510,조선기자재
086670,비엠티,기계·장비,기타 산업,20250510,피팅(관이음쇠)/밸브
086670,비엠티,기계·장비,원자력/에너지,20250510,원자력발전
086670,비엠티,기계·장비,스마트도시,20250510,네옴시티
086670,비엠티,기계·장비,디지털산업,20250510,스마트팩토리(스마트공장)
335890,비올,의료·정밀기기,의료/건강,20250510,미용기기
335890,비올,의료·정밀기기,의료/건강,20250510,의료기기
230980,비유테크놀러지,IT 서비스,,20250510,
082920,비츠로셀,전기·전자,탄소/친환경,20250510,스마트그리드(지능형전력망)
082920,비츠로셀,전기·전자,탄소/친환경,20250510,전력저장장치(ESS)
054220,비츠로시스,전기·전자,탄소/친환경,20250510,전력설비
054220,비츠로시스,전기·전자,블록체인/가상화폐,20250510,CCTV＆DVR
054220,비츠로시스,전기·전자,디지털산업,20250510,사물인터넷
054220,비츠로시스,전기·전자,건설/인프라,20250510,GTX(수도권 광역급행철도)
054220,비츠로시스,전기·전자,탄소/친환경,20250510,스마트그리드(지능형전력망)
054220,비츠로시스,전기·전자,스마트도시,20250510,네옴시티
054220,비츠로시스,전기·전자,건설/인프라,20250510,철도
054220,비츠로시스,전기·전자,탄소/친환경,20250510,수자원(양적/질적 개선)
042370,비츠로테크,금융,우주/항공,20250510,우주항공산업(누리호/인공위성 등)
042370,비츠로테크,금융,기타 산업,20250510,지주사
042370,비츠로테크,금융,우주/항공,20250510,방위산업/전쟁 및 테러
042370,비츠로테크,금융,탄소/친환경,20250510,전력설비
042370,비츠로테크,금융,기타 산업,20250510,초전도체
042370,비츠로테크,금융,기타 바이오,20250510,핵융합에너지
042370,비츠로테크,금융,원자력/에너지,20250510,원자력발전소 해체
042370,비츠로테크,금융,건설/인프라,20250510,철도
050090,비케이홀딩스,일반서비스,미디어/SNS,20250510,광고
148780,비큐AI,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
307870,비투엔,IT 서비스,IT/통신,20250510,클라우드 컴퓨팅
377030,비트맥스,IT 서비스,메타버스,20250510,메타버스(Metaverse)
377030,비트맥스,IT 서비스,디지털산업,20250510,증강현실(AR)
032850,비트컴퓨터,IT 서비스,의료/건강,20250510,원격진료/비대면진료(U-Healthcare)
032850,비트컴퓨터,IT 서비스,건축/기계,20250510,SI(시스템통합)
032850,비트컴퓨터,IT 서비스,의료/건강,20250510,고령화 사회(노인복지)
032850,비트컴퓨터,IT 서비스,교육,20250510,교육/온라인 교육
032850,비트컴퓨터,IT 서비스,디지털산업,20250510,4차산업 수혜주
238200,비피도,음식료·담배,소비재/유통,20250510,음식료업종
238200,비피도,음식료·담배,의료/건강,20250510,건강기능식품
238200,비피도,음식료·담배,기타 바이오,20250510,마이크로바이옴
093190,빅솔론,전기·전자,,20250510,
065450,빅텍,의료·정밀기기,우주/항공,20250510,방위산업/전쟁 및 테러
065450,빅텍,의료·정밀기기,기타 산업,20250510,자전거
065450,빅텍,의료·정밀기기,디지털산업,20250510,RFID(NFC 등)
044480,빌리언스,화학,블록체인/가상화폐,20250510,NFT(대체불가토큰)
044480,빌리언스,화학,바이오/제약,20250510,엠폭스(원숭이두창)
044480,빌리언스,화학,게임/엔터,20250510,"스포츠행사 수혜(올림픽, 월드컵 등)"
044480,빌리언스,화학,게임/엔터,20250510,엔터테인먼트
044480,빌리언스,화학,바이오/제약,20250510,메르스 코로나 바이러스
069540,빛과전자,전기·전자,IT/통신,20250510,5G(5세대 이동통신)
069540,빛과전자,전기·전자,IT/통신,20250510,통신장비
072950,빛샘전자,전기·전자,디스플레이,20250510,LED
072950,빛샘전자,전기·전자,IT/통신,20250510,통신장비
072950,빛샘전자,전기·전자,건설/인프라,20250510,철도
451250,삐아,화학,소비재/유통,20250510,화장품
143240,사람인,IT 서비스,정부정책,20250510,일자리(취업)
466410,사이냅소프트,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
452430,사피엔반도체,전기·전자,디스플레이,20250510,마이크로 LED
452430,사피엔반도체,전기·전자,디지털산업,20250510,증강현실(AR)
452430,사피엔반도체,전기·전자,반도체,20250510,시스템반도체
419120,산돌,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
122350,삼기,운송장비·부품,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
122350,삼기,운송장비·부품,자동차/부품,20250510,자동차부품
122350,삼기,운송장비·부품,전기차/자율주행,20250510,전기차
419050,삼기에너지솔루션즈,운송장비·부품,전기차/자율주행,20250510,전기차 화재 방지(배터리 열폭주 등)
419050,삼기에너지솔루션즈,운송장비·부품,전기차/자율주행,20250510,전기차
419050,삼기에너지솔루션즈,운송장비·부품,2차전지,20250510,2차전지(소재/부품)
419050,삼기에너지솔루션즈,운송장비·부품,2차전지,20250510,2차전지
