종목코드,종목명,업종명,테마명,기준일,raw테마명
027740,마니커,음식료·담배,바이오/제약,20250510,구제역/광우병 수혜
027740,마니커,음식료·담배,바이오/제약,20250510,아프리카 돼지열병(ASF)
027740,마니커,음식료·담배,게임/엔터,20250510,"스포츠행사 수혜(올림픽, 월드컵 등)"
027740,마니커,음식료·담배,소비재/유통,20250510,육계
357430,마스턴프리미어리츠,부동산,원자력/에너지,20250510,리츠(REITs)
001080,만호제강,금속,건설/인프라,20250510,철강 중소형
088980,맥쿼리인프라,기타금융,,20250510,
094800,맵스리얼티1,기타금융,,20250510,
138040,메리츠금융지주,기타금융,기타 산업,20250510,지주사
138040,메리츠금융지주,기타금융,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
138040,메리츠금융지주,기타금융,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
090370,메타랩스,섬유·의류,의료/건강,20250510,탈모 치료
090370,메타랩스,섬유·의류,소비재/유통,20250510,패션/의류
090370,메타랩스,섬유·의류,소비재/유통,20250510,화장품
118000,메타케어,유통,코로나/백신,20250510,코로나19(진단키트)
118000,메타케어,유통,바이오/제약,20250510,줄기세포
118000,메타케어,유통,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
118000,메타케어,유통,의료/건강,20250510,의료기기
017180,명문제약,제약,바이오/제약,20250510,제약업체
017180,명문제약,제약,기타 바이오,20250510,낙태/피임
017180,명문제약,제약,의료/건강,20250510,치매
017180,명문제약,제약,바이오/제약,20250510,"구충제(펜벤다졸, 이버멕틴 등)"
009900,명신산업,운송장비·부품,자동차/부품,20250510,자동차부품
009900,명신산업,운송장비·부품,전기차/자율주행,20250510,전기차
012690,모나리자,종이·목재,국제이슈,20250510,日제품 불매운동(수혜)
012690,모나리자,종이·목재,정부정책,20250510,출산장려정책
012690,모나리자,종이·목재,환경/기후,20250510,황사/미세먼지
012690,모나리자,종이·목재,의료/건강,20250510,치매
012690,모나리자,종이·목재,코로나/백신,20250510,마스크
005360,모나미,유통,기타 산업,20250510,엔젤산업
005360,모나미,유통,국제이슈,20250510,日제품 불매운동(수혜)
070960,모나용평,일반서비스,국제이슈,20250510,DMZ 평화공원
070960,모나용평,일반서비스,여행/레저,20250510,골프
009680,모토닉,운송장비·부품,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
009680,모토닉,운송장비·부품,자동차/부품,20250510,자동차부품
009580,무림P&P,종이·목재,기타 산업,20250510,조림사업
009580,무림P&P,종이·목재,기타 산업,20250510,제지
009200,무림페이퍼,종이·목재,기타 산업,20250510,제지
033920,무학,음식료·담배,소비재/유통,20250510,"주류업(주정, 에탄올 등)"
008420,문배철강,금속,건설/인프라,20250510,철강 중소형
008420,문배철강,금속,국제이슈,20250510,남-북-러 가스관사업
025560,미래산업,의료·정밀기기,반도체,20250510,반도체 장비
025560,미래산업,의료·정밀기기,기타 산업,20250510,리튬
007120,미래아이앤지,IT 서비스,,20250510,
396690,미래에셋글로벌리츠,부동산,원자력/에너지,20250510,리츠(REITs)
357250,미래에셋맵스리츠,부동산,원자력/에너지,20250510,리츠(REITs)
085620,미래에셋생명,보험,보험/증권,20250510,생명보험
006800,미래에셋증권,증권,보험/증권,20250510,증권
006800,미래에셋증권,증권,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
006800,미래에셋증권,증권,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
00680K,미래에셋증권2우B,증권,,20250510,
006805,미래에셋증권우,증권,,20250510,
081660,미스토홀딩스,유통,소비재/유통,20250510,패션/의류
081660,미스토홀딩스,유통,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
081660,미스토홀딩스,유통,여행/레저,20250510,골프
002840,미원상사,화학,소비재/유통,20250510,화장품
268280,미원에스씨,화학,,20250510,
107590,미원홀딩스,기타금융,기타 산업,20250510,지주사
134380,미원화학,화학,,20250510,
003650,미창석유,화학,기타 산업,20250510,윤활유
377740,바이오노트,제약,코로나/백신,20250510,코로나19(진단키트)
377740,바이오노트,제약,바이오/제약,20250510,엠폭스(원숭이두창)
377740,바이오노트,제약,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
003610,방림,섬유·의류,,20250510,
035150,백산,화학,,20250510,
002410,범양건영,건설,,20250510,
007210,벽산,비금속,기타 산업,20250510,페인트
007210,벽산,비금속,기타 산업,20250510,리모델링/인테리어
002760,보락,화학,,20250510,
003850,보령,제약,의료/건강,20250510,탈모 치료
003850,보령,제약,바이오/제약,20250510,"백신/진단시약/방역(신종플루, AI 등)"
003850,보령,제약,바이오/제약,20250510,제약업체
003850,보령,제약,환경/기후,20250510,황사/미세먼지
003850,보령,제약,의료/건강,20250510,치매
003850,보령,제약,바이오/제약,20250510,바이오시밀러(복제 바이오의약품)
000890,보해양조,음식료·담배,환경/기후,20250510,여름
000890,보해양조,음식료·담배,국제이슈,20250510,日제품 불매운동(수혜)
000890,보해양조,음식료·담배,소비재/유통,20250510,"주류업(주정, 에탄올 등)"
003000,부광약품,제약,바이오/제약,20250510,제약업체
001270,부국증권,증권,보험/증권,20250510,증권
001275,부국증권우,증권,,20250510,
026940,부국철강,금속,건설/인프라,20250510,철강 중소형
026940,부국철강,금속,국제이슈,20250510,남-북-러 가스관사업
011390,부산산업,비금속,건설/인프라,20250510,해저터널(지하화/지하도로 등)
011390,부산산업,비금속,건설/인프라,20250510,철도
011390,부산산업,비금속,건설/인프라,20250510,시멘트/레미콘
005030,부산주공,운송장비·부품,,20250510,
002070,비비안,섬유·의류,국제이슈,20250510,日제품 불매운동(수혜)
002070,비비안,섬유·의류,소비재/유통,20250510,패션/의류
002070,비비안,섬유·의류,코로나/백신,20250510,마스크
100220,비상교육,오락·문화,교육,20250510,교육/온라인 교육
090460,비에이치,전기·전자,자동차/부품,20250510,무선충전기술
090460,비에이치,전기·전자,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
090460,비에이치,전기·전자,IT/통신,20250510,아이폰
090460,비에이치,전기·전자,반도체,20250510,PCB(FPCB 등)
090460,비에이치,전기·전자,반도체,20250510,갤럭시 부품주
090460,비에이치,전기·전자,디스플레이,20250510,폴더블폰
005180,빙그레,음식료·담배,소비재/유통,20250510,음식료업종
005180,빙그레,음식료·담배,환경/기후,20250510,여름
003960,사조대림,음식료·담배,농업/식량,20250510,수산
003960,사조대림,음식료·담배,바이오/제약,20250510,구제역/광우병 수혜
008040,사조동아원,음식료·담배,소비재/유통,20250510,음식료업종
008040,사조동아원,음식료·담배,소비재/유통,20250510,사료
007160,사조산업,음식료·담배,농업/식량,20250510,수산
007160,사조산업,음식료·담배,바이오/제약,20250510,구제역/광우병 수혜
014710,사조씨푸드,음식료·담배,농업/식량,20250510,수산
006090,사조오양,음식료·담배,농업/식량,20250510,수산
006090,사조오양,음식료·담배,바이오/제약,20250510,구제역/광우병 수혜
062040,산일전기,전기·전자,탄소/친환경,20250510,전력설비
001470,삼부토건,건설,,20250510,
028050,삼성E&A,일반서비스,탄소/친환경,20250510,수자원(양적/질적 개선)
448730,삼성FN리츠,부동산,원자력/에너지,20250510,리츠(REITs)
006400,삼성SDI,전기·전자,IT/통신,20250510,IT 대표주
006400,삼성SDI,전기·전자,IT/통신,20250510,아이폰
006400,삼성SDI,전기·전자,IT/통신,20250510,스마트폰
006400,삼성SDI,전기·전자,전기차/자율주행,20250510,리비안(RIVIAN)
006400,삼성SDI,전기·전자,전기차/자율주행,20250510,전기차
006400,삼성SDI,전기·전자,자동차/부품,20250510,전기자전거
006400,삼성SDI,전기·전자,탄소/친환경,20250510,전력저장장치(ESS)
006400,삼성SDI,전기·전자,2차전지,20250510,2차전지
006400,삼성SDI,전기·전자,2차전지,20250510,2차전지(생산)
006400,삼성SDI,전기·전자,2차전지,20250510,2차전지(전고체)
006400,삼성SDI,전기·전자,2차전지,20250510,2차전지(나트륨이온)
006405,삼성SDI우,전기·전자,,20250510,
006660,삼성공조,운송장비·부품,자동차/부품,20250510,자동차부품
028260,삼성물산,유통,기타 산업,20250510,지주사
028260,삼성물산,유통,소비재/유통,20250510,패션/의류
028260,삼성물산,유통,건설/인프라,20250510,모듈러주택
028260,삼성물산,유통,기타 산업,20250510,종합상사
028260,삼성물산,유통,기타 산업,20250510,자원개발
028260,삼성물산,유통,탄소/친환경,20250510,태양광에너지
028260,삼성물산,유통,스마트도시,20250510,네옴시티
028260,삼성물산,유통,건설/인프라,20250510,건설 대표주
02826K,삼성물산우B,유통,,20250510,
207940,삼성바이오로직스,제약,코로나/백신,20250510,모더나(MODERNA)
207940,삼성바이오로직스,제약,바이오/제약,20250510,제약업체
207940,삼성바이오로직스,제약,바이오/제약,20250510,바이오시밀러(복제 바이오의약품)
032830,삼성생명,보험,보험/증권,20250510,생명보험
018260,삼성에스디에스,IT 서비스,AI/로봇,20250510,AI 챗봇(챗GPT 등)
018260,삼성에스디에스,IT 서비스,블록체인/가상화폐,20250510,블록체인
018260,삼성에스디에스,IT 서비스,AI/로봇,20250510,지능형로봇/인공지능(AI)
018260,삼성에스디에스,IT 서비스,IT/통신,20250510,IT 대표주
018260,삼성에스디에스,IT 서비스,IT/통신,20250510,클라우드 컴퓨팅
018260,삼성에스디에스,IT 서비스,건축/기계,20250510,SI(시스템통합)
018260,삼성에스디에스,IT 서비스,디지털산업,20250510,사물인터넷
018260,삼성에스디에스,IT 서비스,디지털산업,20250510,4차산업 수혜주
018260,삼성에스디에스,IT 서비스,디지털산업,20250510,스마트팩토리(스마트공장)
009150,삼성전기,전기·전자,자동차/부품,20250510,카메라모듈/부품
009150,삼성전기,전기·전자,AI/로봇,20250510,온디바이스 AI
009150,삼성전기,전기·전자,IT/통신,20250510,아이폰
009150,삼성전기,전기·전자,반도체,20250510,PCB(FPCB 등)
009150,삼성전기,전기·전자,반도체,20250510,갤럭시 부품주
009150,삼성전기,전기·전자,전기차/자율주행,20250510,자율주행차
009150,삼성전기,전기·전자,디스플레이,20250510,폴더블폰
009150,삼성전기,전기·전자,반도체,20250510,MLCC(적층세라믹콘덴서)
009150,삼성전기,전기·전자,기타 산업,20250510,유리 기판
009150,삼성전기,전기·전자,2차전지,20250510,2차전지(전고체)
009155,삼성전기우,전기·전자,,20250510,
005930,삼성전자,전기·전자,블록체인/가상화폐,20250510,NFT(대체불가토큰)
005930,삼성전자,전기·전자,소비재/유통,20250510,제습기
005930,삼성전자,전기·전자,자동차/부품,20250510,무선충전기술
005930,삼성전자,전기·전자,금융/핀테크,20250510,삼성페이
005930,삼성전자,전기·전자,환경/기후,20250510,공기청정기
005930,삼성전자,전기·전자,IT/통신,20250510,IT 대표주
005930,삼성전자,전기·전자,AI/로봇,20250510,온디바이스 AI
005930,삼성전자,전기·전자,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
005930,삼성전자,전기·전자,반도체,20250510,반도체 대표주(생산)
005930,삼성전자,전기·전자,디지털산업,20250510,스마트홈(홈네트워크)
005930,삼성전자,전기·전자,의료/건강,20250510,고령화 사회(노인복지)
005930,삼성전자,전기·전자,IT/통신,20250510,5G(5세대 이동통신)
005930,삼성전자,전기·전자,디스플레이,20250510,LED
005930,삼성전자,전기·전자,디스플레이,20250510,마이크로 LED
005930,삼성전자,전기·전자,IT/통신,20250510,아이폰
005930,삼성전자,전기·전자,IT/통신,20250510,스마트폰
005930,삼성전자,전기·전자,반도체,20250510,갤럭시 부품주
005930,삼성전자,전기·전자,의료/건강,20250510,의료기기
005930,삼성전자,전기·전자,전기차/자율주행,20250510,자율주행차
005930,삼성전자,전기·전자,디스플레이,20250510,OLED(유기 발광 다이오드)
005930,삼성전자,전기·전자,디지털산업,20250510,4차산업 수혜주
005930,삼성전자,전기·전자,디지털산업,20250510,RFID(NFC 등)
005930,삼성전자,전기·전자,반도체,20250510,뉴로모픽 반도체
005930,삼성전자,전기·전자,디스플레이,20250510,플렉서블 디스플레이
005930,삼성전자,전기·전자,반도체,20250510,시스템반도체
005930,삼성전자,전기·전자,디스플레이,20250510,폴더블폰
005930,삼성전자,전기·전자,반도체,20250510,HBM(고대역폭메모리)
005930,삼성전자,전기·전자,반도체,20250510,CXL(컴퓨트익스프레스링크)
005930,삼성전자,전기·전자,메타버스,20250510,가상현실(VR)
005930,삼성전자,전기·전자,반도체,20250510,3D 낸드(NAND)
005935,삼성전자우,전기·전자,,20250510,
001360,삼성제약,제약,바이오/제약,20250510,제약업체
001360,삼성제약,제약,의료/건강,20250510,치매
010140,삼성중공업,운송장비·부품,원자력/에너지,20250510,LNG(액화천연가스)
010140,삼성중공업,운송장비·부품,조선/해운,20250510,조선
016360,삼성증권,증권,보험/증권,20250510,증권
068290,삼성출판사,오락·문화,IT/통신,20250510,모바일콘텐츠(스마트폰/태블릿PC)
068290,삼성출판사,오락·문화,기타 산업,20250510,엔젤산업
068290,삼성출판사,오락·문화,정부정책,20250510,출산장려정책
068290,삼성출판사,오락·문화,교육,20250510,교육/온라인 교육
029780,삼성카드,기타금융,금융/핀테크,20250510,삼성페이
000810,삼성화재,보험,정부정책,20250510,밸류업(25년 기업가치 제고계획 발표)
000810,삼성화재,보험,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
000810,삼성화재,보험,보험/증권,20250510,손해보험
000815,삼성화재우,보험,,20250510,
006110,삼아알미늄,금속,소재/금속,20250510,비철금속
006110,삼아알미늄,금속,2차전지,20250510,2차전지(소재/부품)
006110,삼아알미늄,금속,2차전지,20250510,2차전지
145990,삼양사,음식료·담배,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
145990,삼양사,음식료·담배,소비재/유통,20250510,음식료업종
145990,삼양사,음식료·담배,원자력/에너지,20250510,석유화학
145995,삼양사우,음식료·담배,,20250510,
003230,삼양식품,음식료·담배,소비재/유통,20250510,음식료업종
003230,삼양식품,음식료·담배,정부정책,20250510,밸류업(25년 기업가치 제고계획 발표)
003230,삼양식품,음식료·담배,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
002170,삼양통상,섬유·의류,,20250510,
272550,삼양패키징,화학,,20250510,
000070,삼양홀딩스,기타금융,기타 산업,20250510,지주사
000070,삼양홀딩스,기타금융,기타 산업,20250510,환율하락 수혜
000070,삼양홀딩스,기타금융,바이오/제약,20250510,mRNA(메신저 리보핵산)
000075,삼양홀딩스우,기타금융,,20250510,
003720,삼영,화학,전기차/자율주행,20250510,전기차
002810,삼영무역,유통,,20250510,
005680,삼영전자,전기·전자,,20250510,
023000,삼원강재,운송장비·부품,자동차/부품,20250510,자동차부품
004380,삼익THK,기계·장비,건축/기계,20250510,공작기계
004380,삼익THK,기계·장비,디지털산업,20250510,4차산업 수혜주
004380,삼익THK,기계·장비,디지털산업,20250510,스마트팩토리(스마트공장)
004380,삼익THK,기계·장비,AI/로봇,20250510,로봇(산업용/협동로봇 등)
002450,삼익악기,기타제조,기타 산업,20250510,엔젤산업
002450,삼익악기,기타제조,정부정책,20250510,출산장려정책
004440,삼일씨엔에스,비금속,환경/기후,20250510,재난/안전(지진/화재 등)
004440,삼일씨엔에스,비금속,탄소/친환경,20250510,풍력에너지
004440,삼일씨엔에스,비금속,건설/인프라,20250510,철도
000520,삼일제약,제약,바이오/제약,20250510,제약업체
000520,삼일제약,제약,환경/기후,20250510,황사/미세먼지
009770,삼정펄프,종이·목재,기타 산업,20250510,제지
005500,삼진제약,제약,바이오/제약,20250510,제약업체
005500,삼진제약,제약,의료/건강,20250510,치매
005500,삼진제약,제약,바이오/제약,20250510,메르스 코로나 바이러스
004690,삼천리,전기·가스,원자력/에너지,20250510,LNG(액화천연가스)
004690,삼천리,전기·가스,환경/기후,20250510,겨울
004690,삼천리,전기·가스,원자력/에너지,20250510,도시가스
010960,삼호개발,건설,탄소/친환경,20250510,4대강 복원
010960,삼호개발,건설,건설/인프라,20250510,건설 중소형
004450,삼화왕관,금속,,20250510,
009470,삼화전기,전기·전자,기타 산업,20250510,페라이트
009470,삼화전기,전기·전자,전기차/자율주행,20250510,전기차
009470,삼화전기,전기·전자,탄소/친환경,20250510,전력저장장치(ESS)
011230,삼화전자,전기·전자,전기차/자율주행,20250510,수소차(연료전지/부품/충전소 등)
011230,삼화전자,전기·전자,기타 산업,20250510,니켈
011230,삼화전자,전기·전자,기타 산업,20250510,페라이트
011230,삼화전자,전기·전자,소재/금속,20250510,희귀금속(희토류 등)
011230,삼화전자,전기·전자,전기차/자율주행,20250510,전기차
001820,삼화콘덴서,전기·전자,기타 바이오,20250510,핵융합에너지
001820,삼화콘덴서,전기·전자,탄소/친환경,20250510,스마트그리드(지능형전력망)
001820,삼화콘덴서,전기·전자,전기차/자율주행,20250510,전기차
001820,삼화콘덴서,전기·전자,탄소/친환경,20250510,전력저장장치(ESS)
001820,삼화콘덴서,전기·전자,반도체,20250510,MLCC(적층세라믹콘덴서)
000390,삼화페인트,화학,기타 산업,20250510,페인트
001290,상상인증권,증권,보험/증권,20250510,증권
041650,상신브레이크,운송장비·부품,자동차/부품,20250510,자동차부품
075180,새론오토모티브,운송장비·부품,자동차/부품,20250510,자동차부품
007540,샘표,기타금융,기타 산업,20250510,지주사
248170,샘표식품,음식료·담배,소비재/유통,20250510,음식료업종
007860,서연,기타금융,기타 산업,20250510,지주사
200880,서연이화,운송장비·부품,스마트도시,20250510,UAM(도심항공모빌리티)
200880,서연이화,운송장비·부품,전기차/자율주행,20250510,전기차 화재 방지(배터리 열폭주 등)
200880,서연이화,운송장비·부품,자동차/부품,20250510,자동차부품
017390,서울가스,전기·가스,환경/기후,20250510,겨울
017390,서울가스,전기·가스,원자력/에너지,20250510,도시가스
017390,서울가스,전기·가스,기타 산업,20250510,자원개발
031210,서울보증보험,보험,기타 산업,20250510,2025 상반기 신규상장
031210,서울보증보험,보험,보험/증권,20250510,손해보험
004410,서울식품,음식료·담배,소비재/유통,20250510,음식료업종
004410,서울식품,음식료·담배,플랫폼/인터넷,20250510,쿠팡(coupang)
004415,서울식품우,음식료·담배,,20250510,
021050,서원,금속,소재/금속,20250510,비철금속
008490,서흥,화학,의료/건강,20250510,건강기능식품
007610,선도전기,전기·전자,,20250510,
136490,선진,음식료·담배,바이오/제약,20250510,아프리카 돼지열병(ASF)
136490,선진,음식료·담배,소비재/유통,20250510,사료
014910,성문전자,전기·전자,전기차/자율주행,20250510,전기차
014915,성문전자우,전기·전자,,20250510,
004980,성신양회,비금속,스마트도시,20250510,네옴시티
004980,성신양회,비금속,건설/인프라,20250510,시멘트/레미콘
004985,성신양회우,비금속,,20250510,
011300,성안머티리얼스,섬유·의류,기타 산업,20250510,화학섬유
011300,성안머티리얼스,섬유·의류,소재/금속,20250510,희귀금속(희토류 등)
000180,성창기업지주,일반서비스,기타 산업,20250510,지주사
000180,성창기업지주,일반서비스,기타 산업,20250510,조림사업
002420,세기상사,유통,,20250510,
004360,세방,운송·창고,기타 산업,20250510,종합 물류
004365,세방우,운송·창고,,20250510,
004490,세방전지,전기·전자,탄소/친환경,20250510,전력저장장치(ESS)
004490,세방전지,전기·전자,2차전지,20250510,2차전지
004490,세방전지,전기·전자,기타 산업,20250510,리튬
001430,세아베스틸지주,금속,기타 산업,20250510,지주사
001430,세아베스틸지주,금속,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
001430,세아베스틸지주,금속,소재/금속,20250510,철강 주요종목
001430,세아베스틸지주,금속,스마트도시,20250510,네옴시티
306200,세아제강,금속,건축/기계,20250510,강관업체(Steel pipe)
306200,세아제강,금속,국제이슈,20250510,남-북-러 가스관사업
306200,세아제강,금속,소재/금속,20250510,철강 주요종목
306200,세아제강,금속,탄소/친환경,20250510,풍력에너지
003030,세아제강지주,기타금융,기타 산업,20250510,지주사
003030,세아제강지주,기타금융,탄소/친환경,20250510,풍력에너지
019440,세아특수강,금속,자동차/부품,20250510,자동차부품
019440,세아특수강,금속,스마트도시,20250510,네옴시티
058650,세아홀딩스,금속,기타 산업,20250510,지주사
058650,세아홀딩스,금속,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
058650,세아홀딩스,금속,스마트도시,20250510,네옴시티
013000,세우글로벌,유통,,20250510,
091090,세원이앤씨,금속,,20250510,
021820,세원정공,운송장비·부품,자동차/부품,20250510,자동차부품
067830,세이브존I&C,유통,소비재/유통,20250510,소매유통
075580,세진중공업,운송장비·부품,조선/해운,20250510,조선기자재
075580,세진중공업,운송장비·부품,탄소/친환경,20250510,풍력에너지
068270,셀트리온,제약,정부정책,20250510,밸류업(25년 기업가치 제고계획 발표)
068270,셀트리온,제약,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
068270,셀트리온,제약,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
068270,셀트리온,제약,바이오/제약,20250510,바이오시밀러(복제 바이오의약품)
068270,셀트리온,제약,코로나/백신,20250510,코로나19(치료제/백신 개발 등)
336370,솔루스첨단소재,전기·전자,디스플레이,20250510,OLED(유기 발광 다이오드)
336370,솔루스첨단소재,전기·전자,전기차/자율주행,20250510,전기차
336370,솔루스첨단소재,전기·전자,2차전지,20250510,2차전지(소재/부품)
336370,솔루스첨단소재,전기·전자,2차전지,20250510,2차전지
33637K,솔루스첨단소재1우,전기·전자,,20250510,
33637L,솔루스첨단소재2우B,전기·전자,,20250510,
248070,솔루엠,전기·전자,전기차/자율주행,20250510,전기차(충전소/충전기)
004430,송원산업,화학,국제이슈,20250510,日 수출 규제(국산화 등)
017550,수산세보틱스,기계·장비,건설/인프라,20250510,건설기계
017550,수산세보틱스,기계·장비,국제이슈,20250510,우크라이나 재건
126720,수산인더스트리,건설,탄소/친환경,20250510,태양광에너지
126720,수산인더스트리,건설,원자력/에너지,20250510,원자력발전
053210,스카이라이프,오락·문화,미디어/SNS,20250510,미디어(방송/신문)
204210,스타에스엠리츠,부동산,,20250510,
026890,스틱인베스트먼트,기타금융,기타 산업,20250510,창투사
134790,시디즈,기타제조,,20250510,
462870,시프트업,IT 서비스,게임/엔터,20250510,게임
462870,시프트업,IT 서비스,게임/엔터,20250510,모바일게임(스마트폰)
016590,신대양제지,종이·목재,소비재/유통,20250510,골판지 제조
029530,신도리코,전기·전자,,20250510,
004970,신라교역,"농업, 임업 및 어업",농업/식량,20250510,수산
004970,신라교역,"농업, 임업 및 어업",바이오/제약,20250510,구제역/광우병 수혜
011930,신성이엔지,전기·전자,코로나/백신,20250510,코로나19(음압병실/음압구급차)
011930,신성이엔지,전기·전자,탄소/친환경,20250510,태양광에너지
011930,신성이엔지,전기·전자,플랫폼/인터넷,20250510,두나무(Dunamu)
011930,신성이엔지,전기·전자,탄소/친환경,20250510,전력저장장치(ESS)
011930,신성이엔지,전기·전자,반도체,20250510,반도체 장비
005390,신성통상,유통,국제이슈,20250510,日제품 불매운동(수혜)
005390,신성통상,유통,소비재/유통,20250510,패션/의류
004170,신세계,유통,소비재/유통,20250510,백화점
004170,신세계,유통,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
004170,신세계,유통,플랫폼/인터넷,20250510,면세점
004170,신세계,유통,소비재/유통,20250510,소매유통
035510,신세계 I&C,IT 서비스,건축/기계,20250510,SI(시스템통합)
035510,신세계 I&C,IT 서비스,전기차/자율주행,20250510,전기차(충전소/충전기)
031430,신세계인터내셔날,유통,소비재/유통,20250510,패션/의류
031430,신세계인터내셔날,유통,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
031430,신세계인터내셔날,유통,소비재/유통,20250510,화장품
031440,신세계푸드,일반서비스,소비재/유통,20250510,음식료업종
006880,신송홀딩스,유통,기타 산업,20250510,지주사
006880,신송홀딩스,유통,소비재/유통,20250510,음식료업종
005800,신영와코루,섬유·의류,소비재/유통,20250510,패션/의류
001720,신영증권,증권,보험/증권,20250510,증권
009270,신원,섬유·의류,소비재/유통,20250510,패션/의류
009270,신원,섬유·의류,국제이슈,20250510,남북경협
002700,신일전자,유통,소비재/유통,20250510,제습기
002700,신일전자,유통,소비재/유통,20250510,밥솥
002700,신일전자,유통,환경/기후,20250510,겨울
002700,신일전자,유통,환경/기후,20250510,공기청정기
002700,신일전자,유통,환경/기후,20250510,여름
002870,신풍,유통,기타 산업,20250510,제지
019170,신풍제약,제약,바이오/제약,20250510,"백신/진단시약/방역(신종플루, AI 등)"
019170,신풍제약,제약,바이오/제약,20250510,제약업체
019170,신풍제약,제약,코로나/백신,20250510,코로나19(진단/치료제/백신 개발 등)
019170,신풍제약,제약,바이오/제약,20250510,"구충제(펜벤다졸, 이버멕틴 등)"
019170,신풍제약,제약,코로나/백신,20250510,코로나19(치료제/백신 개발 등)
019175,신풍제약우,제약,,20250510,
481850,신한글로벌액티브리츠,기타금융,원자력/에너지,20250510,리츠(REITs)
404990,신한서부티엔디리츠,부동산,원자력/에너지,20250510,리츠(REITs)
293940,신한알파리츠,부동산,원자력/에너지,20250510,리츠(REITs)
055550,신한지주,기타금융,기타 산업,20250510,지주사
055550,신한지주,기타금융,정부정책,20250510,밸류업(25년 기업가치 제고계획 발표)
055550,신한지주,기타금융,정부정책,20250510,코리아 밸류업 지수(Korea Value-up Index)
055550,신한지주,기타금융,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
055550,신한지주,기타금융,블록체인/가상화폐,20250510,STO(토큰증권 발행)
055550,신한지주,기타금융,금융/핀테크,20250510,은행
004080,신흥,유통,의료/건강,20250510,고령화 사회(노인복지)
004080,신흥,유통,의료/건강,20250510,의료기기
004080,신흥,유통,의료/건강,20250510,치아 치료(임플란트 등)
102280,쌍방울,섬유·의류,,20250510,
004770,써니전자,전기·전자,,20250510,
403550,쏘카,일반서비스,여행/레저,20250510,렌터카
004920,씨아이테크,전기·전자,AI/로봇,20250510,키오스크(KIOSK)
004920,씨아이테크,전기·전자,국제이슈,20250510,DMZ 평화공원
112610,씨에스윈드,금속,탄소/친환경,20250510,풍력에너지
480370,씨케이솔루션,건설,기타 산업,20250510,2025 상반기 신규상장
480370,씨케이솔루션,건설,2차전지,20250510,2차전지
480370,씨케이솔루션,건설,2차전지,20250510,2차전지(장비)
308170,씨티알모빌리티,운송장비·부품,자동차/부품,20250510,자동차부품
308170,씨티알모빌리티,운송장비·부품,전기차/자율주행,20250510,전기차
008700,아남전자,전기·전자,,20250510,
090430,아모레퍼시픽,화학,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
090430,아모레퍼시픽,화학,소비재/유통,20250510,화장품
090430,아모레퍼시픽,화학,기타 바이오,20250510,마이크로바이옴
090435,아모레퍼시픽우,화학,,20250510,
002790,아모레퍼시픽홀딩스,화학,기타 산업,20250510,지주사
002790,아모레퍼시픽홀딩스,화학,정부정책,20250510,밸류업(24년 기업가치 제고계획 발표)
002790,아모레퍼시픽홀딩스,화학,소비재/유통,20250510,화장품
00279K,아모레퍼시픽홀딩스3우C,화학,,20250510,
002795,아모레퍼시픽홀딩스우,화학,,20250510,
002030,아세아,일반서비스,기타 산업,20250510,지주사
183190,아세아시멘트,비금속,건설/인프라,20250510,시멘트/레미콘
002310,아세아제지,종이·목재,소비재/유통,20250510,골판지 제조
002310,아세아제지,종이·목재,기타 산업,20250510,제지
012170,아센디오,오락·문화,게임/엔터,20250510,영화
012170,아센디오,오락·문화,기타 산업,20250510,초전도체
012170,아센디오,오락·문화,게임/엔터,20250510,엔터테인먼트
267850,아시아나IDT,IT 서비스,건축/기계,20250510,SI(시스템통합)
020560,아시아나항공,운송·창고,기타 산업,20250510,환율하락 수혜
020560,아시아나항공,운송·창고,여행/레저,20250510,항공/저가 항공사(LCC)
122900,아이마켓코리아,유통,기타 산업,20250510,소모성자재구매대행(MRO)
010780,아이에스동서,비금속,2차전지,20250510,폐배터리
010780,아이에스동서,비금속,건설/인프라,20250510,건설 중소형
031820,아이티센씨티에스,IT 서비스,건설/인프라,20250510,아스콘(아스팔트 콘크리트)
